Nummer,Jahr,Technik,Format,Ausrichtung,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
1123,a1985,T     ,36x47,breit, ,Gs,A Sch Z ,,H3,bw,,,,iBdK,,,,1123
1124,a1985,T     ,24x29,breit, ,Gs,A Z  ,,H3,bw,,,,iBdK,,,,1124
1125,a1985,T     ,24x34,breit, ,UoG,mF Sta L ,,H3,bw,,,,iBdK,,,,1125
1126,a1985,T     ,24x29,breit, ,UoG,mF L  ,,H2,bw,,,,iBdK,,,,1126
1127,a1985,T     ,28x34,breit, ,Gs,A   ,,H2,bw,,,,iBdK,,,,1127
1128,a1985,T     ,33x38,breit, ,UoG,A   ,,H3,bw,,,,iBdK,,,,1128
1129,a1985,T     ,27x41,breit, ,Gs,lL O  ,,H4,bw,,,,iBdK,,,,1129
1130,a1987,T     ,28x35,breit, ,UoG,A   ,,H4,bw,,,,iBdK,,,,1130
1131,a1987,T     ,29x35,breit, ,UoG,A   ,,H4,bw,,,,iBdK,,,,1131
1132,a1984,Mt B Dp Lg  ,56x76,breit, ,Gs,O Ec bb ,,H3,gr,,,,iBdK,,,,1132
1133,a1982,Mt B Dp Lg  ,59x78,breit, ,Gs,KiA O  ,,H2,gr,,,bei Hansjürg Brunner,iBdK,,kR,,1133
1134,a1982,zT B Dp   ,57x76,breit, ,Gs,KiA lL BiB ,,H3,gr,ParHB,,,iBdK,,,,1134
1135,a1982,zT B Dp   ,57x76,breit, ,Gs,KiA BiB  ,,H3,gr,ParHB,,,iBdK,,,,1135
1136,a1982,Mt B Dp Lg  ,57x76,breit, ,Gs,Ri O KiA St,,H2,gr,,,bei H. B.,iBdK,,,,1136
1137,a1982,Mt B Dp Lg  ,56x76,breit, ,Gs,KiA O  ,,H3,gr,ParFS,,bei Franz Sommer,iBdK,,,,1137
1138,a1982,Mt B Dp Lg  ,58x77,breit, ,Gs,KiA O  ,,H3,gr,,,bei Franz Sommer,iBdK,,,,1138
1139,a1982,Mt B Dp Lg  ,56x76,breit, ,Gs,KiA O  ,,H2,gr,ParRB,,bei Ruth Burri,iBdK,,,,1139
1140,a1982,Mt B Dp Lg  ,57x76,breit, ,Gs,KiA O BiB ,,H2,gr,ParRB,,bei Ruth Burri,iBdK,,,,1140
1141,a1982,Mt B Dp Lg  ,57x75,breit, ,Gs,KiA O BiB ,,H3,gr,ParRB,,bei Ruth Burri,iBdK,,,,1141
1142,a1980,B     ,33x31,hoch, ,Gs,A   ,,H3,gr,,,,iBdK,,,,1142
1143,a1981,zT B Dp   ,23x32,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1143
1144,a1981,B     ,23x32,breit, ,Gs,A Ca FigG ,,H1,bw,,,,iBdK,,,,1144
1145,a1980,zT B T   ,29x32,breit, ,Gs,mF FigG  ,,H3,c,,,,iBdK,,,,1145
1146,a1981,zT Con Dp   ,30x24,hoch, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1146
1147,a1981,Con     ,22x20,hoch, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1147
1148,a1981,Con     ,21x36,breit, ,Gs,A FigG  ,,H1,gr,,,,iBdK,,,,1148
1149,a1981,zT B Dp   ,30x35,breit, ,Gs,A Ca FigG ,,H2,gr,,,,iBdK,,,,1149
1150,a1981,Mt B Dp Fs  ,30x35,breit, ,Gs,A Ca FigG ,,H2,gr,,,Groteske,iBdK,,,,1150
1151,a1981,B     ,36x44,breit, ,Gs,A   ,,H1,bw,,,,iBdK,,,,1151
1152,a1981,B     ,24x24,quadratisch, ,Gs,mF   ,,H3,gr,,,,iBdK,,,,1152
1153,a1981,B     ,24x24,quadratisch, ,Gs,mF   ,,H1,gr,,,,iBdK,,,,1153
1154,a1981,zT B T   ,22x27,breit, ,Gs,A O FigR ,,H4,gr,,,,iBdK,,,,1154
1155,a1981,B     ,36x48,breit, ,Gs,A   ,,H1,bw,,,,iBdK,,,,1155
1156,a1981,zT B Dp   ,25x32,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1156
1157,a1981,zT B Dp   ,24x32,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1157
1158,a1981,B     ,35x24,hoch, ,Gs,A   ,,H2,bw,,,,iBdK,,,,1158
1159,a1981,B     ,24x32,breit, ,Gs,A O  ,,H2,gr,,,,iBdK,,,,1159
1160,a1981,zT B Dp   ,35x29,hoch, ,Gs,Sb BiB KiA ,,H2,gr,ParJS,,,iBdK,,,,1160
1161,a1981,B     ,24x32,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,kR,,1161
1162,a1981,B     ,24x32,breit, ,Gs,A So  ,,H2,gr,,,,iBdK,,,,1162
1163,a1981,zT B Dp   ,30x35,breit, ,Gs,A O FigR ,,H3,gr,,,,iBdK,,,,1163
1164,a1981,zT B Dp   ,29x35,breit, ,Gs,A So  ,,H2,gr,,,,iBdK,,,,1164
1165,a1981,zT B Dp   ,29x35,breit, ,Gs,A FigR So ,,H2,gr,,,,iBdK,,,,1165
1166,a1982,Mt B Dp G  ,33x35,breit, ,Gs,A bb Sch ,,H2,gr,,,Adorant,iBdK,,,,1166
1167,a1982,B     ,24x32,breit, ,Gs,A O  ,,H2,bw,,,,iBdK,,,,1167
1168,a1982,zT B T   ,48x36,hoch, ,Gs,A So  ,,H3,gr,,,,iBdK,,,,1168
1169,a1982,zT B Dp   ,42x61,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1169
1170,a2004,zT B G   ,21x15,hoch, ,Gs,A   ,,H1,bw,,,,iBdK,,,,1170
1171,a2008,B     ,20x24,breit, ,Gs,A Sch  ,,H1,bw,,,,iBdK,,,,1171
1172,a2003,zT B T   ,13x15,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1172
1173,a2008,B     ,20x28,breit, ,Gs,A   ,,H1,gr,,sko,,iBdK,,,,1173
1174,a2007,B     ,21x26,breit, ,Gs,A Sch  ,,H2,bw,,sko,,iBdK,,,,1174
1175,a2006,B     ,21x30,breit, ,Gs,A   ,,H1,bw,,waa,,iBdK,,,,1175
1176,a2008,B     ,21x30,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1176
1177,a2017,B     ,21x28,breit, ,UnG,A Z lL ,,H2,bw,,was,zeichnen,iBdK,,,,1177
1178,a2008,Fa     ,21x26,breit, ,Gs,A   ,,H1,gr  ,,,,iBdK,,,,1178
1179,a2008,B     ,20x28,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1179
1180,a2005,zT B T   ,15x19,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1180
1181,a2004,zT B T   ,15x21,breit, ,Gs,A   ,,H2,gr  ,,,,iBdK,,,,1181
1182,a2003,B     ,11x17,breit, ,Gs,A   ,,H2,bw,,,,iBdK,,,,1182
1183,a2002,B     ,15x21,breit, ,Gs,A Ca  ,,H3,bw,,zwi,Capriccio,iBdK,,,,1183
1184,a2008,zT B T   ,17x21,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1184
1185,a2015,zT B G   ,21x30,breit, ,Gs,A   ,,H2,gr  ,,,,iBdK,,,,1185
1186,a1981,zT B Dp   ,18x25,breit, ,Gs,A FigR  ,,H2,gr,,,,iBdK,,,,1186
1187,a1981,B     ,21x18,hoch, ,Gs,A bb FigR ,,H3,gr,,,,iBdK,,,,1187
1188,a2001,T     ,11x17,breit, ,Gs,A   ,,H2,gr,,waa,,iBdK,,,,1188
1189,a2002,T     ,15x21,breit, ,Gs,A   ,,H4,bw,,sko,,iBdK,,,,1189
1190,a2002,T     ,15x21,breit, ,Gs,A   ,,H4,bw,,sko,,iBdK,,,,1190
1191,a2001,T     ,11x17,breit, ,Gs,A   ,,H5,bw,,sko,,iBdK,,,,1191
1192,a2004,T     ,15x21,breit, ,Gs,A   ,,H3,bw,,,,iBdK,,,,1192
1193,a2009,B     ,17x21,breit, ,UoG,A   ,,H2,gr,,,Sitzender,iBdK,,,,1193
1194,a2015,B     ,18x30,breit, ,UnG,A   ,,H1,gr,,zwi,,iBdK,,,,1194
1195,a2015,B     ,30x21,hoch,Ul ,UoG,A Vo ZM ,,H2,gr,,,"Modell, Zeichner",iBdK,,,,1195
1196,a2015,B     ,21x30,breit,Lst ,Gs,A   ,,H1,gr,,,,iBdK,,,,1196
1197,a2015,B     ,20x24,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1197
1198,a2015,B     ,21x30,breit,Lst ,Gs,A   ,,H3,gr,,,,iBdK,,,,1198
1199,a2015,B     ,21x30,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,,1199
1200,a2015,B     ,21x30,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1200
1201,a2015,B     ,21x30,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,,,1201
1202,a2015,B     ,21x30,breit, ,Gs,A FigR  ,,H1,gr,,,,iBdK,,,,1202
1203,a2015,B     ,19x28,breit, ,UnG,A Ca  ,,H2,gr,,,Capriccio,iBdK,,,,1203
1204,a2015,zT B K   ,28x20,hoch, ,Gs,A P Sch ,,H3,gr,,,couple,iBdK,,,,1204
1205,a2015,B     ,29x21,hoch, ,UnG,A P  ,,H3,bw,,,,iBdK,,,,1205
1206,a2015,B     ,20x21,breit, ,Gs,A P Sch ,,H3,bw,,,Paar,iBdK,,,,1206
1207,a2015,B     ,17x23,breit, ,Gs,A P Sch ,,H3,bw,,,mikado,iBdK,,,,1207
1208,a2016,B     ,17x22,breit,Lst ,Gs,A P  ,,H2,gr,,was,Paar,iBdK,,,,1208
1209,a2015,B     ,21x17,hoch, ,Gs,A ZM  ,,H1,bw,,,"Zeichner, Modell",iBdK,,,,1209
1210,a2013,B     ,19x22,breit, ,Gs,A ZM  ,,H1,bw,,fis,"Zeichner, Modell",iBdK,,,,1210
1211,a2016,zT B G   ,11x15,breit, ,Gs,A ZM  ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1211
1212,a2016,B     ,11x15,breit, ,Gs,A Sch ZM ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1212
1213,a2015,zT B T   ,14x18,breit, ,Gs,A ZM  ,,H3,gr,,fis,"Zeichner, Modell",iBdK,,,,1213
1214,a2013,zT B T   ,19x22,breit, ,Gs,A ZM  ,,H3,gr,,kre,"Zeichner, Modell",iBdK,,,,1214
1215,a2015,B     ,20x25,breit, ,Gs,A Sch ZM ,,H1,gr,,,"Zeichner, Modell",iBdK,,,,1215
1216,a2015,B     ,21x27,breit, ,Gs,A Sch ZM ,,H1,gr  ,,jun,"Zeichner, Modell",iBdK,,,,1216
1217,a2016,Mt B G T  ,21x25,breit, ,UnG,A ZM  ,,H3,gr,,,"Zeichner, Modell",iBdK,,,,1217
1218,a2015,B     ,16x21,breit, ,Gs,A ZM  ,,H2,bw,,,"Zeichner, Modell",iBdK,,,,1218
1219,a2015,B     ,21x21,quadratisch, ,Gs,A ZM  ,,H1,bw,,,"Zeichner, Modell",iBdK,,,,1219
1220,a2015,B     ,21x26,breit, ,Gs,A ZM  ,,H3,bw,,ste,"Zeichner, Modell",iBdK,,,,1220
1221,a2015,B     ,18x30,breit, ,Gs,A ZM  ,,H2,bw,,kre,"Zeichner, Modell",iBdK,,,,1221
1222,a2013,zT B K   ,21x30,breit, ,Gs,A ZM  ,,H3,gr,,,"Zeichner, Modell",iBdK,,,,1222
1223,a2013,Fa     ,30x21,hoch, ,Gs,A ZM  ,,H1,bw,,waa,"Zeichner, Modell",iBdK,,,,1223
1224,a2014,B     ,21x30,breit, ,Gs,A ZM Sch ,,H2,bw,,,"Zeichner, Modell",iBdK,,,,1224
1225,a2015,zT B Fa   ,17x19,breit, ,Gs,A ZM  ,,H1,gr,,zwi,"Modell, Zeichner",iBdK,,,,1225
1226,a2015,B     ,17x21,breit, ,Gs,A ZM  ,,H2,gr,,,"Modell, Zeichner",iBdK,,,,1226
1227,a2015,zT B T   ,16x20,breit, ,Gs,A ZM  ,,H4,gr,,kre,"Modell, Zeichner",iBdK,,,,1227
1228,a2015,B     ,21x21,quadratisch, ,Gs,A ZM  ,,H2,bw,,,"Modell, Zeichner",iBdK,,,,1228
1229,a2015,B     ,17x15,hoch, ,Gs,A ZM  ,,H2,bw,,,"Modell, Zeichner",iBdK,,,,1229
1230,a2015,zT B K   ,20x25,breit, ,Gs,A ZM Sch ,,H3,gr,,,"Modell, Zeichner",iBdK,,,,1230
1231,a2013,B     ,21x27,breit, ,Gs,A ZM  ,,H3,gr,,,"Modell, Zeichner",iBdK,,,,1231
1232,a2013,zT B Fa   ,15x21,breit, ,Gs,A ZM  ,,H3,gr,,kre,"Modell, Zeichner",iBdK,,,,1232
1233,a2015,B     ,15x19,breit, ,Gs,A P ZM ,,H2,gr,,kre,"Zeichner, Paar",iBdK,,,,1233
1234,a2013,B     ,21x30,breit, ,Gs,A P ZM ,,H2,gr,,,"Zeichner, Paar",iBdK,,,,1234
1235,a2015,B     ,13x21,breit, ,Gs,A P ZM ,,H2,gr,,kre,"Zeichner, Paar",iBdK,,,,1235
1236,a2015,B     ,17x21,breit, ,UnG,A P ZM ,,H1,gr,,kre,"Zeichner, Paar",iBdK,,,,1236
1237,a2015,B     ,13x17,breit, ,UnG,A P ZM ,,H2,gr,,kre,"Zeichner, Paar",iBdK,,,,1237
1238,a2015,B     ,19x15,hoch, ,Gs,A P ZM ,,H2,gr,,,"Zeichner, Paar",iBdK,,,,1238
1239,a2015,zT B T   ,18x24,breit, ,Gs,A P Sch ZM,,H3,gr,,,"Zeichner, Paar",iBdK,,,,1239
1240,a2015,B     ,15x21,breit, ,Gs,A P ZM ,,H2,gr,,,"Zeichner, Paar",iBdK,,,,1240
1241,a2015,zT B Fa   ,12x19,breit, ,Gs,A P ZM ,,H3,gr,,,"Paar, Zeichner",iBdK,,,,1241
1242,a2015,B     ,17x21,breit, ,Gs,A P ZM ,,H2,gr,,,"Paar, Zeichner",iBdK,,,,1242
1243,a2015,B     ,15x18,breit, ,Gs,A P ZM ,,H3,gr,,,"Paar, Zeichner",iBdK,,,,1243
1244,a2015,B     ,21x30,breit, ,Gs,A P ZM ,,H2,gr,,,"Paar, Zeichner",iBdK,,,,1244
1245,a2015,zT B T   ,15x21,breit, ,Gs,A ZM  ,,H3,gr,,,"Zeichner, Paare",iBdK,,,,1245
1246,a2015,B     ,17x21,breit, ,Gs,A P  ,,H1,gr,,,Paar,iBdK,,,,1246
1247,a2013,zT B T   ,21x23,breit, ,Gs,A ZM  ,,H2,gr,,,"Zeichnerin, Zeichner",iBdK,,,,1247
1248,a2013,B     ,15x21,breit, ,Gs,A ZM  ,,H3,bw,,,"Zeichnerin, Zeichner",iBdK,,,,1248
1249,a2013,B     ,15x21,breit, ,Gs,A Sch ZM ,,H2,bw,,,"Zeichnerin, Zeichner",iBdK,,,,1249
1250,a2002,G     ,21x25,breit, ,Gs,A   ,,H2,b,,fis,Superposées,iBdK,,,,1250
1251,a2003,B     ,9x11,breit, ,Gs,A   ,,H5,bw,,,diver,iBdK,,,,1251
1252,a2003,Mt Fa B Fal  ,9x11,breit, ,Gs,A   ,,H5,bw,,sko,diver,iBdK,,,,1252
1253,a2002,Mt Dd Opl B  ,10x10,quadratisch, ,Gs,A   ,,H2,gr,,,männlicher Akt,iBdK,,,,1253
1254,a2003,zT Dd T   ,9x11,breit, ,Gs,A Sch  ,,H4,bw,,,male nudes,iBdK,,,,1254
1255,a1984,OP     ,44x48,breit, ,Gs,O F Sch Ec,,H3,cf,,sko,color,"Nicole Beutler, Bern",,,"14.4.2017, Geschenk",1255
1256,a1984,OP     ,40x44,breit, ,Gs,O Sch  ,,H4,y,,,Malerei,"Nicole Beutler, Bern",,,"14.4.2017, 2100.-",1256
1257,a2004,zT G Dd   ,17x21,breit, ,Gs,AP FigR  ,,H3,cf,ParVB,was,zu VB30.019.VB,iBdK,,,,1257
1258,a2009,Mt Dd B Opl  ,11x15,breit, ,Gs,AP   ,,H3,cf,ParVB,,nach VB38,iBdK,,,,1258
1259,a2009,zT B Fs   ,11x15,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB38,iBdK,,,,1259
1260,a2009,B     ,11x15,breit, ,Gs,AP   ,,H1,bw,ParVB,,nach VB38,iBdK,,,,1260
1261,a2004,B     ,11x15,breit, ,Gs,AP   ,,H2,bw,ParVB,,nach VB35.377.MS,iBdK,,,,1261
1262,a2009,zT B Fs   ,11x15,breit, ,Gs,AP   ,,H2,gr,ParVB,zwi,nach VB38,iBdK,,,,1262
1263,a2009,zT B T   ,11x15,breit, ,Gs,AP   ,,H1,bw,ParVB,kre,nach VB43.008.TE,iBdK,,,,1263
1264,a2009,Mt B Fs Ks  ,11x15,breit, ,Gs,AP   ,,H3,gr,ParVB,,Ragazze di colore (VB19),iBdK,,,,1264
1265,a2009,Mt Dd B Fa  ,10x21,breit, ,Gs,AP   ,,H1,gr,ParVB,was,nach VB46.001.DR,iBdK,,,,1265
1266,a2009,zT Dd G   ,10x20,breit, ,Gs,AP   ,,H5,bw,ParVB,sko,o.T. (zu Vanessa Beecroft),iBdK,,,,1266
1267,a2010,Mt Dd B T Fs ,13x14,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB35.377.MS,iBdK,,,,1267
1268,a2009,Mt B Ks Tx  ,11x17,breit, ,Gs,AP   ,,H1,gr,ParVB,,nach VB35.377.MS,iBdK,,,,1268
1269,a2009,zT Dd B   ,17x21,breit, ,Gs,AP FigR  ,,H2,gr,ParVB,jun,nach VB46.001.DR,iBdK,,,,1269
1270,a2010,Mt B T G  ,13x18,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB35.377.MS,iBdK,,,,1270
1271,a2009,zT Dd B   ,14x20,breit, ,Gs,AP   ,,H2,bw,ParVB,sko,nach VB46.001.DR,iBdK,,,,1271
1272,a2009,zT Dd B   ,15x21,breit, ,Gs,AP   ,,H2,bw,ParVB,,nach VB46.001.DR,iBdK,,,,1272
1273,a2009,Mt Dd T Ks  ,13x21,breit, ,Gs,AP FigR  ,,H3,gr,ParVB,was,nach VB35.377.MS,iBdK,,,,1273
1274,a2009,Mt Dd B T  ,17x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB46.001.DR,iBdK,,,,1274
1275,a2009,zT Dd B   ,17x21,breit, ,Gs,AP   ,,H1,gr,ParVB,,nach VB46.001.DR,iBdK,,,,1275
1276,a2009,Mt Dd G Fa  ,17x21,breit, ,Gs,AP   ,,H1,gr,ParVB,,nach Vanessa Beecroft,iBdK,,,,1276
1277,a2007,zT B Dd   ,17x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB289.014.VB.VST,iBdK,,,,1277
1278,a2005,zT B Dd   ,17x21,breit, ,Gs,AP   ,,H1,gr,ParVB,,horchen (nach Vanessa Beecroft VB35.068.VB),iBdK,,,,1278
1279,a2010,B     ,17x21,breit, ,Gs,AP   ,,H2,gr,ParVB,sch,nach VB48.591.DR,iBdK,,,,1279
1280,a2009,zT Ks G   ,15x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB43.008.TE,iBdK,,,,1280
1281,a2009,Mt Ks B G  ,15x21,breit, ,Gs,AP   ,,H1,gr,ParVB,zwi,nach VB35.377.MS,iBdK,,,,1281
1282,a2007,zT B Dd   ,15x21,breit, ,Gs,AP FigR  ,,H2,gr,ParVB,,Zwei aus VB45.9014.ALI,iBdK,,,,1282
1283,a2010,Mt Dd G B  ,15x21,breit, ,Gs,AP   ,,H3,gr,ParVB,sko,Stehende (nach Vanessa Beecroft),iBdK,,,,1283
1284,a2007,B     ,15x21,breit, ,Gs,AP   ,,H4,gr,ParVB,,nach VB377: male nudes,iBdK,,,,1284
1285,a2005,zT B T   ,15x21,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB,iBdK,,,,1285
1286,a2004,B     ,15x21,breit, ,Gs,AP   ,,H3,bw,ParVB,,nach VB48.930.11.PD,iBdK,,,,1286
1287,a2004,zT B T   ,15x21,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB,iBdK,,,,1287
1288,a2004,zT B T   ,15x21,breit, ,Gs,AP FigR  ,,H2,bw,ParVB,,nach VB.POLLA.002.DR,iBdK,,,,1288
1289,a2007,zT B T   ,15x21,breit, ,Gs,AP   ,,H4,gr,ParVB,,Tre donne (socondo Vanessa Beecroft),iBdK,,,,1289
1290,a2004,zT B T   ,15x21,breit, ,Gs,AP   ,,H2,bw,ParVB,waa,nach Vanessa Beecroft (VB35.377.MS),iBdK,,,,1290
1291,a2004,zT B T   ,15x21,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB,iBdK,,,,1291
1292,a2009,zT B Dd   ,15x21,breit, ,Gs,AP   ,,H1,bw,ParVB,,nach VB35.377.MS,iBdK,,,,1292
1293,a2004,zT B Od   ,15x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,Beigneuse nach VB28.005.ALI,iBdK,,,,1293
1294,a2005,zT B T   ,15x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB28.005.ALI,iBdK,,,,1294
1295,a2004,zT B Od   ,15x21,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB28.005.ALI,iBdK,,,,1295
1296,a2004,B     ,15x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,Beigneuse (secondo Vanessa Beecroft),iBdK,,,Reproduktion im Buch Panopticum,1296
1297,a2007,zT B Con   ,15x21,breit, ,Gs,AP Ca  ,,H3,gr,ParVB,,pain (according to VB48.PD),iBdK,,,,1297
1298,a2007,zT B Fa   ,15x21,breit, ,Gs,AP Ca  ,,H1,gr,ParVB,zwi,nach VB48.945.11.PD,iBdK,,,,1298
1299,a2013,B     ,15x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB47.348.DR,iBdK,,,,1299
1300,a2013,B     ,15x21,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB47.1516.23.ALI,iBdK,,,,1300
1301,a2013,B     ,15x21,breit, ,Gs,AP   ,,H3,gr,ParVB,,nach VB47.377.DR,iBdK,,,,1301
1302,a2010,Mt Dd Fs G  ,19x23,breit, ,Gs,AP   ,,H5,v,ParVB,,nach Vanessa Beecroft,iBdK,,,,1302
1303,a2004,zT T Fa   ,17x28,breit, ,Gs,AP   ,,H5,gr,ParVB,sko,nach Vanessa Beecroft (VB28.005.ALI),iBdK,,,,1303
1304,a2009,zT B G   ,15x30,breit, ,Gs,AP   ,,H2,gr,ParVB,,nach VB43.005.TE,iBdK,,,,1304
1305,a2007,zT B Ko   ,21x25,breit, ,Gs,AP   ,,H1,gr,ParVB,,mineros (nach VB37.218.VB),iBdK,,,,1305
1306,a2005,B     ,21x26,breit, ,Gs,AP FigR  ,,H2,bw,ParVB,,nach VB45.914.ALI,iBdK,,,,1306
1307,a2008,zT B G   ,21x28,breit, ,Gs,AP   ,,H2,gr,ParVB,was,nach VB40.211.GB,iBdK,,,,1307
1308,a2004,B     ,18x30,breit,Fro ,Gs,AP   ,,H4,bw,ParVB,,nach VB48.946 43.PD,iBdK,,,,1308
1309,a2004,zT B G   ,21x30,breit, ,Gs,AP   ,,H2,gr,ParVB,,"Badende, nach Vanessa Beecroft (VB35.377.MS)",iBdK,,,,1309
1310,a2007,zT B Dd   ,21x30,breit, ,Gs,AP   ,,H2,gr,ParVB,waa,nach VB46.040.ALI,iBdK,,,,1310
1311,a2006,B     ,21x30,breit, ,Gs,AP FigR  ,,H2,gr,ParVB,,Mantelmadonna (nach VB48.591.DR),iBdK,,,,1311
1312,a2007,B     ,21x30,breit, ,Gs,AP   ,,H3,gr,ParVB,sch,trois baigneuses (nach VB35.377.MS),iBdK,,,,1312
1313,a2004,Mt B T G  ,21x30,breit, ,Gs,AP   ,,H4,gr,ParVB,,nach Vanessa Beecroft (VB27.127.VB),iBdK,,,,1313
1314,a2006,B     ,21x30,breit, ,Gs,AP   ,,H2,gr,ParVB,sch,nach VB48.591.DR,iBdK,,,,1314
1315,a2014,OL     ,55x97,breit,Ul ,UoG,O   ,,H3,g,ParFV,sch,La Risle à Berville (d'après Félix Vallotton),iBdK,,,,1315
1316,a2013,zT Fa B   ,13x18,breit, ,Gs,A ZM  ,,H1,gr  ,,,"Zeichner, Modell",iBdK,,,,1316
1317,a2013,Con     ,14x19,breit, ,Gs,A ZM  ,,H1,gr  ,,fis,"Zeichner, Modell",iBdK,,,,1317
1318,a2013,Mt B Fa T  ,15x19,breit, ,Gs,A ZM  ,,H3,gr  ,,,"Zeichner, Modell",iBdK,,,,1318
1319,a2013,zT B Fa   ,21x15,hoch, ,Gs,A ZM  ,,H3,gr  ,,,"Zeichner, Modell",iBdK,,,,1319
1320,a2015,B     ,19x22,breit, ,Gs,A ZM  ,,H2,gr  ,,kre,"Zeichner, Modell",iBdK,,,,1320
1321,a2015,zT B Fa   ,20x26,breit, ,Gs,A ZM  ,,H2,gr  ,,,"Zeichner, Modell",iBdK,,,,1321
1322,a2013,Mt Con B G  ,20x22,breit, ,Gs,A ZM  ,,H3,gr,,,"Zeichner, Modell",iBdK,,,,1322
1323,a2013,zT B Fa   ,13x18,breit, ,Gs,A ZM  ,,H2,gr,,kre,"Zeichner, Modell",iBdK,,,,1323
1324,a2013,zT B Fa   ,20x27,breit, ,Gs,A ZM  ,,H2,gr,,kre,"Zeichner, Modell",iBdK,,,,1324
1325,a2014,zT B T   ,19x30,breit, ,Gs,A ZM  ,,H2,gr,,fis,"Zeichner, Modell",iBdK,,,,1325
1326,a2014,zT B G   ,20x27,breit, ,Gs,A ZM  ,,H2,bw,,,"Zeichner, Modell",iBdK,,,,1326
1327,a2015,Mt B T Fa G ,19x28,breit, ,Gs,A ZM  ,,H3,gr,,,"Zeichner, Modell",iBdK,,,,1327
1328,a2013,B     ,21x21,quadratisch, ,Gs,A ZM  ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1328
1329,a2013,B     ,19x20,breit, ,Gs,A ZM  ,,H1,gr  ,,zwi,"Zeichner, Modell",iBdK,,,,1329
1330,a2013,B     ,19x25,breit, ,Gs,A ZM  ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1330
1331,a2013,B     ,19x27,breit, ,Gs,A ZM  ,,H1,gr,,sko,"Zeichner, Modell",iBdK,,,,1331
1332,a2016,zT B G   ,15x21,breit, ,Gs,A ZM  ,,H2,gr,,kre,"Zeichner, Modell",iBdK,,,,1332
1333,a2015,zT B Fa T  ,18x26,breit, ,Gs,A ZM  ,,H3,gr,,,"Zeichner, Modell",iBdK,,,,1333
1334,a2015,B     ,19x22,breit, ,Gs,A ZM  ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1334
1335,a2014,zT B G   ,20x26,breit, ,Gs,A ZM  ,,H3,bw,,ste,"Zeichner, Modell",iBdK,,,,1335
1336,a2014,B     ,18x27,breit, ,Gs,A ZM  ,,H1,gr,,,"Zeichner, Modell",iBdK,,,,1336
1337,a2014,zT B Fa   ,20x27,breit, ,Gs,A ZM  ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1337
1338,a2014,Mt B Fa T  ,20x28,breit, ,Gs,A ZM  ,,H2,gr,,,"Zeichner, Modell",iBdK,,,,1338
1339,a2014,Mt B Fa T Fs ,21x30,breit, ,Gs,A ZM  ,,H2,gr,,waa,"Zeichner, Modell",iBdK,,,,1339
1340,a2013,B     ,20x24,breit, ,Gs,A ZM  ,,H1,bw,,,"Zeichner, Modell",iBdK,,kR,,1340
1341,a2013,B     ,21x21,quadratisch, ,Gs,A ZM  ,,H2,bw,,ste,"Zeichner, Modell",iBdK,,,,1341
