Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Nummer,path,thumb,Techniken,Motiven,Darstellungsformen
6081,1981,G,,,,,23x26,klein,breit,,,Gs,Ri,bb,FigR,,,H3,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6081,images/WV_ab 6001 DG/6081.jpg,images/WV_ab 6001 DG/thumb/6081.jpg,G    ,Ri bb FigR , 
6082,1990,C,Fo,,OPa,,8x43,klein,breit,,,U,Sch,KP,,,,H4,v,,was,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6082,images/WV_ab 6001 DG/6082.jpg,images/WV_ab 6001 DG/thumb/6082.jpg,C Fo  OPa ,Sch KP  , 
6083,1990,C,Fo,,OPa,,13x83,mittel,breit,,,U,Sch,KP,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6083,images/WV_ab 6001 DG/6083.jpg,images/WV_ab 6001 DG/thumb/6083.jpg,C Fo  OPa ,Sch KP  , 
6084,1990,C,Fo,,OPa,,10x63,mittel,breit,,,U,Sch,KP,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6084,images/WV_ab 6001 DG/6084.jpg,images/WV_ab 6001 DG/thumb/6084.jpg,C Fo  OPa ,Sch KP  , 
6085,1990,C,Fo,,OPa,,10x72,mittel,breit,,,U,Sch,KP,,,,H3,c,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6085,images/WV_ab 6001 DG/6085.jpg,images/WV_ab 6001 DG/thumb/6085.jpg,C Fo  OPa ,Sch KP  , 
6086,1984,OL,,,,,56x42,mittel,hoch,,,UoG,bb,,,,,H3,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6086,images/WV_ab 6001 DG/6086.jpg,images/WV_ab 6001 DG/thumb/6086.jpg,OL    ,bb   , 
6087,1988,OP,,,,,51x59,mittel,breit,,,U,,,,,,H3,cf,,,Dryade ,"Franco und Annemarie Piatti, Gümligen",PB,,,,6087,images/WV_ab 6001 DG/6087.jpg,images/WV_ab 6001 DG/thumb/6087.jpg,OP    ,   , 
6088,1980,zT,OPa,Kl,,,96x70,gross,hoch,,,Gs,FigR,O,lL,BiB,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,Entwurf für Plakat Kunsthalle Bern,6088,images/WV_ab 6001 DG/6088.jpg,images/WV_ab 6001 DG/thumb/6088.jpg,zT OPa Kl  ,FigR O lL BiB, 
6089,1977,OP, ,,,,47x49,mittel,breit,,,U,,,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6089,images/WV_ab 6001 DG/6089.jpg,images/WV_ab 6001 DG/thumb/6089.jpg,OP     ,   , 
6090,1973,zT,OPa,C,,,26x28,mittel,breit,,,U,,,,,,H4,v,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6090,images/WV_ab 6001 DG/6090.jpg,images/WV_ab 6001 DG/thumb/6090.jpg,zT OPa C  ,   , 
6091,1997,OP,,,,,61x58,mittel,hoch,,,U,,,,,,H4,c,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6091,images/WV_ab 6001 DG/6091.jpg,images/WV_ab 6001 DG/thumb/6091.jpg,OP    ,   , 
6092,1984,G,,,,,27x34,mittel,breit,,,UoG,Pf,,,,,H3,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6092,images/WV_ab 6001 DG/6092.jpg,images/WV_ab 6001 DG/thumb/6092.jpg,G    ,Pf   , 
6093,1984,G,,,,,25x32,mittel,breit,,,UoG,L,,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6093,images/WV_ab 6001 DG/6093.jpg,images/WV_ab 6001 DG/thumb/6093.jpg,G    ,L   , 
6094,1992,Ls,,C,,,46x65,mittel,breit,ovÖ,,U,BiB,,,,,H3,c,,,Martisberg,"Franco und Annemarie Piatti, Gümligen",PB,,,,6094,images/WV_ab 6001 DG/6094.jpg,images/WV_ab 6001 DG/thumb/6094.jpg,Ls  C  ,BiB   ,ovÖ 
6095,2000,OP,,,,,41x67,mittel,breit,,,UoG,BiB,L,,,,H3,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,Kat. OP. 87,6095,images/WV_ab 6001 DG/6095.jpg,images/WV_ab 6001 DG/thumb/6095.jpg,OP    ,BiB L  , 
6096,1991,Ls,,C,,,32x76,mittel,breit,,,U,BiB,,,,,H3,c,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6096,images/WV_ab 6001 DG/6096.jpg,images/WV_ab 6001 DG/thumb/6096.jpg,Ls  C  ,BiB   , 
6097,1976,Mt,OPa,OGip,Gip,T,39x30,mittel,hoch,,,U,,,,,,H3,gr,,,Einander Suchen,"Franco und Annemarie Piatti, Gümligen",PB,,,Sto,6097,images/WV_ab 6001 DG/6097.jpg,images/WV_ab 6001 DG/thumb/6097.jpg,Mt OPa OGip Gip T,   , 
6098,1984,G,,,,,24x31,mittel,breit,,,UoG,O,,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6098,images/WV_ab 6001 DG/6098.jpg,images/WV_ab 6001 DG/thumb/6098.jpg,G    ,O   , 
6099,1978,G,,,,,33x46,mittel,breit,,,Gs,mF,,,,,H3,gr,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6099,images/WV_ab 6001 DG/6099.jpg,images/WV_ab 6001 DG/thumb/6099.jpg,G    ,mF   , 
6100,1979,OPa,,,,,48x35,mittel,hoch,,,Gs,A,FigR,BiB,,,H3,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6100,images/WV_ab 6001 DG/6100.jpg,images/WV_ab 6001 DG/thumb/6100.jpg,OPa    ,A FigR BiB , 
6101,1990?,zT,Sto,Ff,,,30x40,mittel,breit,,,U,BiB,,,,,H4,g,,,,"Franco und Annemarie Piatti, Gümligen",PB, Friedel Sonderegger,,,6101,images/WV_ab 6001 DG/6101.jpg,images/WV_ab 6001 DG/thumb/6101.jpg,zT Sto Ff  ,BiB   , 
6102,1991,zT,Ls,C,,,147x39,gross,hoch,,,U,,,,,,H3,m,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6102,images/WV_ab 6001 DG/6102.jpg,images/WV_ab 6001 DG/thumb/6102.jpg,zT Ls C  ,   , 
6103,1986,T, ,,,,28x38,mittel,breit,,,U,,,,,,H3,bw,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6103,images/WV_ab 6001 DG/6103.jpg,images/WV_ab 6001 DG/thumb/6103.jpg,T     ,   , 
6104,1974,zT,OPa,T,,,22x22,klein,quadratisch,,,U,,,,,,H2,v,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6104,images/WV_ab 6001 DG/6104.jpg,images/WV_ab 6001 DG/thumb/6104.jpg,zT OPa T  ,   , 
6105,1995,OP,,,,,41x67,mittel,breit,,,Gs,P,L,O,,,H4,c,,,Simone und Dominique,"Dominique Piatti, Tschechien",PB,,,,6105,images/WV_ab 6001 DG/6105.jpg,images/WV_ab 6001 DG/thumb/6105.jpg,OP    ,P L O , 
6106,1997,OL,,,,,65x85,mittel,breit,,,U,,,,,,H3,m,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6106,images/WV_ab 6001 DG/6106.jpg,images/WV_ab 6001 DG/thumb/6106.jpg,OL    ,   , 
6107,1985,OL,,,,,80x115,gross,breit,,,UoG,O,,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6107,images/WV_ab 6001 DG/6107.jpg,images/WV_ab 6001 DG/thumb/6107.jpg,OL    ,O   , 
6108,1977,R,,,,,25x23,klein,hoch,,,U,,,,,,H3,bw,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,Kat. DG. 24.4.03,6108,images/WV_ab 6001 DG/6108_ 24.4.xx.jpg,images/WV_ab 6001 DG/thumb/6108_ 24.4.xx.jpg,R    ,   , 
6109,1982,R,,,,,25x32,mittel,breit,,,UoG,mF,,,,,H3,bw,,,Erdbeer-Vanille-Chocolat,"Franco und Annemarie Piatti, Gümligen",PB,,,Kat. DG. 24.4.28,6109,images/WV_ab 6001 DG/6109.jpg,images/WV_ab 6001 DG/thumb/6109.jpg,R    ,mF   , 
6110,2010,OP,,,,,41x67,mittel,breit,Mo,,UnG,L,,,,,H4,b,Par7a,,Black Place (nach Georgia O'Keeffe),"Alex Lüscher, Christine Huber, Bern",PB,,,,6110,images/WV_ab 6001 DG/6110.jpg,images/WV_ab 6001 DG/thumb/6110.jpg,OP    ,L   ,Mo 
6111,1997,OP,,,,,51x59,mittel,breit,,,U,,,,,,H4,c,,,,"Alex Lüscher, Christine Huber, Bern",PB,,,,6111,images/WV_ab 6001 DG/6111.jpg,images/WV_ab 6001 DG/thumb/6111.jpg,OP    ,   , 
6112,1997,OP,,,,,64x83,mittel,breit,,,U,,,,,,H1,gr,,,,"Alex Lüscher, Christine Huber, Bern",PB,,,,6112,images/WV_ab 6001 DG/6112.jpg,images/WV_ab 6001 DG/thumb/6112.jpg,OP    ,   , 
6113,1984,Mt,B,G,R,,20x23,klein,breit,,,Gs,A,,,,,H3,gr,,,,"Alex Lüscher, Christine Huber, Bern",PB,,,,6113,images/WV_ab 6001 DG/6113.jpg,images/WV_ab 6001 DG/thumb/6113.jpg,Mt B G R ,A   , 
6114,2003,OP,,,,,41x67,mittel,breit,,,U,,,,,,H3,c,,,Nordic Tale,"Alex Lüscher, Christine Huber, Bern",PB,,,,6114,images/WV_ab 6001 DG/6114.jpg,images/WV_ab 6001 DG/thumb/6114.jpg,OP    ,   , 
6115,2005,OP,,,,,32x41,mittel,breit,Ul,,U,Sch,At,,,,H4,gr,,,Belsazar (aus der Reihe «Atelier»),"Alex Lüscher, Christine Huber, Bern",PB,,,,6115,images/WV_ab 6001 DG/6115.jpg,images/WV_ab 6001 DG/thumb/6115.jpg,OP    ,Sch At  ,Ul 
6116,2002?,G,,,,,13x15,klein,breit,,,U,,,,,,H4,c,,,o. T. (kleiner Faun),"Alex Lüscher, Christine Huber, Bern",PB,,,,6116,images/WV_ab 6001 DG/6116.jpg,images/WV_ab 6001 DG/thumb/6116.jpg,G    ,   , 
6117,2002?,G,,,,,16x16,klein,quadratisch,,,UoG,O,,,,,H3,g,,,o. T. (Gefäss),"Alex Lüscher, Christine Huber, Bern",PB,,,,6117,images/WV_ab 6001 DG/6117.jpg,images/WV_ab 6001 DG/thumb/6117.jpg,G    ,O   , 
6118,2002?,G,,,,,13x15,klein,breit,,,U,,,,,,H5,cf,,,o. T. (Notturno),"Alex Lüscher, Christine Huber, Bern",PB,,,,6118,images/WV_ab 6001 DG/6118.jpg,images/WV_ab 6001 DG/thumb/6118.jpg,G    ,   , 
6119,2001?,OPa,,,,,64x83?,mittel,breit,,,U,,,,,,H3,v,,,,"Alex Lüscher, Christine Huber, Bern",PB,Heidi Mathys,,,6119,images/WV_ab 6001 DG/6119.jpg,images/WV_ab 6001 DG/thumb/6119.jpg,OPa    ,   , 
6120,2006,B,,,,,20x28,klein,breit,,,UnG,A,Sch,,,,H2,gr,,,Dreiklang,"Alex Lüscher, Christine Huber, Bern",PB,,,,6120,images/WV_ab 6001 DG/6120.jpg,images/WV_ab 6001 DG/thumb/6120.jpg,B    ,A Sch  , 
6121,2006,OP,,,,,32x41,mittel,breit,,,UoG,At,,,,,H3,g,,,Studiobühne (aus der Reihe «Atelier»),"Alex Lüscher, Christine Huber, Bern",PB,,,,6121,images/WV_ab 6001 DG/6121.jpg,images/WV_ab 6001 DG/thumb/6121.jpg,OP    ,At   , 
6122,2011,G,,,,,26x33,mittel,breit,,,UoG,L,Sta,,,,H3,cf,ParPC,,Les grandes bagineuses (d'après Paul Cézanne),"Alex Lüscher, Christine Huber, Bern",PB,,,,6122,images/WV_ab 6001 DG/6122.jpg,images/WV_ab 6001 DG/thumb/6122.jpg,G    ,L Sta  , 
6123,2006,OP,,,,,32x41,mittel,breit,,,U,BiB,lL,,,,H3,cf,,,Malgrund,"Alex Lüscher, Christine Huber, Bern",PB,,,,6123,images/WV_ab 6001 DG/6123.jpg,images/WV_ab 6001 DG/thumb/6123.jpg,OP    ,BiB lL  , 
6124,2002?,Opl,,,,,10x15,klein,breit,,,U,,,,,,H2,cf,,,o. T. (Dreiklang),"Alex Lüscher, Christine Huber, Bern",PB,,,,6124,images/WV_ab 6001 DG/6124.jpg,images/WV_ab 6001 DG/thumb/6124.jpg,Opl    ,   , 
6125,2002?,zT,Od,Opl,,,10x15,klein,breit,,,U,Sch,,,,,H2,cf,,,o. T. (Rollenbild),"Alex Lüscher, Christine Huber, Bern",PB,,,,6125,images/WV_ab 6001 DG/6125.jpg,images/WV_ab 6001 DG/thumb/6125.jpg,zT Od Opl  ,Sch   , 
6126,2002?,zT,G,Opl,,,10x15,klein,breit,,,U,,,,,,H4,b,,,o. T. (Kreuz),"Alex Lüscher, Christine Huber, Bern",PB,,,,6126,images/WV_ab 6001 DG/6126.jpg,images/WV_ab 6001 DG/thumb/6126.jpg,zT G Opl  ,   , 
6127,2002?,Mt,B,T,G,,10x15,klein,breit,,,UoG,mF,,,,,H2,gr,,,o. T. (Kauernde),"Alex Lüscher, Christine Huber, Bern",PB,,,,6127,images/WV_ab 6001 DG/6127.jpg,images/WV_ab 6001 DG/thumb/6127.jpg,Mt B T G ,mF   , 
6128,2002?,zT,OPa,Opl,,,10x15,klein,breit,,,U,Sch,,,,,H4,c,,,o. T. (Mountain),"Alex Lüscher, Christine Huber, Bern",PB,,,,6128,images/WV_ab 6001 DG/6128.jpg,images/WV_ab 6001 DG/thumb/6128.jpg,zT OPa Opl  ,Sch   , 
6129,2002?,zT,Opl,Dd,,,10x15,klein,breit,,,UnG,O,,,,,H2,cf,,,o. T. (Grounding),"Alex Lüscher, Christine Huber, Bern",PB,,,,6129,images/WV_ab 6001 DG/6129.jpg,images/WV_ab 6001 DG/thumb/6129.jpg,zT Opl Dd  ,O   , 
6130,2000,OP,,,,,32x41,mittel,breit,,,U,Sch,,,,,H2,y,,,Impromptu,"Alex Lüscher, Christine Huber, Bern",PB,,,,6130,images/WV_ab 6001 DG/6130.jpg,images/WV_ab 6001 DG/thumb/6130.jpg,OP    ,Sch   , 
6131,1980,OP,,,,,80x100,gross,breit,,,Gs,O,mF,St,Sch,,H4,cf,,,,Kanton Bern,PB,,,"Sta, FigR",6131,images/WV_ab 6001 DG/6131.jpg,images/WV_ab 6001 DG/thumb/6131.jpg,OP    ,O mF St Sch, 
6132,1984,OP,,,,,80x115,gross,breit,,,Gs,Ti,St,O,,,H4,c,,,,Kanton Bern,PB,,,,6132,images/WV_ab 6001 DG/6132.jpg,images/WV_ab 6001 DG/thumb/6132.jpg,OP    ,Ti St O , 
6133,2002?,T,,,,,20x20?,klein,quadratisch,,,UoG,L,,,,,H2,gr,,,,"Andres Brändli, Aarau",PB,,,,6133,images/WV_ab 6001 DG/6133.jpg,images/WV_ab 6001 DG/thumb/6133.jpg,T    ,L   , 
6134,2002?,Dd,,,,,8x14?,klein,breit,,,UoG,O,,,,,H3,gr,,,,"Andres Brändli, Aarau",PB,,,,6134,images/WV_ab 6001 DG/6134.jpg,images/WV_ab 6001 DG/thumb/6134.jpg,Dd    ,O   , 
6135,2005?,B,,,,,21x30?,klein,breit,,,UoG,FigG,,,,,H2,gr,Par4,,Kreuzigung (nach Tiepolo),"Anette Freiburghaus, Rubigen",PB,,,,6135,images/WV_ab 6001 DG/6135.jpg,images/WV_ab 6001 DG/thumb/6135.jpg,B    ,FigG   , 
6136,2006?,zT,G,Fa,,,17x21?,klein,breit,,,Gs,P,Mw,AP,,,H5,bw,Par4,,Faun und Nymphe,?,vers,,x,verkauft bei Silvia Steiner,6136,images/WV_ab 6001 DG/6136.jpg,images/WV_ab 6001 DG/thumb/6136.jpg,zT G Fa  ,P Mw AP , 
6137,2005?,zT,B,Dd,,,21x30,klein,breit,Lwi,,UnG,A,,,,,H3,gr,,,,?,vers,,,verkauft im Kunstkeller Bern,6137,images/WV_ab 6001 DG/6137.jpg,images/WV_ab 6001 DG/thumb/6137.jpg,zT B Dd  ,A   ,Lwi 
6138,1983,G,,,,,25x32?,mittel,breit,,,UoG,bb,Ec,O,,,H2,cf,,,,"Benz Schär, Bern",PB,,,,6138,images/WV_ab 6001 DG/6138.jpg,images/WV_ab 6001 DG/thumb/6138.jpg,G    ,bb Ec O , 
6139,1985,B,,,,,30x21?,klein,hoch,,,Gs,A,,,,,H2,bw,,,,"Benz Schär, Bern",PB,,,,6139,images/WV_ab 6001 DG/6139.jpg,images/WV_ab 6001 DG/thumb/6139.jpg,B    ,A   , 
6140,2008?,OP,,,,,41x55,mittel,breit,,,U,,,,,,H3,cf,,,,iBdK,,,,Ausleihe an Benz Schär,6140,images/WV_ab 6001 DG/6140.jpg,images/WV_ab 6001 DG/thumb/6140.jpg,OP    ,   , 
6141,2008?,OP,,,,,41x55,mittel,breit,,,UnG,O,,,,,H2,cf,,,,iBdK,,,,Ausleihe an Benz Schär,6141,images/WV_ab 6001 DG/6141.jpg,images/WV_ab 6001 DG/thumb/6141.jpg,OP    ,O   , 
6142,1984,OP,,,,,61x69,mittel,breit,,,UoG,Ti,bb,,,,H4,c,,,,"Regula Straumann, Muttenz",PB,,,,6142,images/WV_ab 6001 DG/6142.jpg,images/WV_ab 6001 DG/thumb/6142.jpg,OP    ,Ti bb  , 
6143,1998,zT,B,G,,,27x20,klein,hoch,,,Gs,L,,Sch,,,H2,gr,,,,detox (St. Ives),,,,,6143,images/WV_ab 6001 DG/6143.jpg,images/WV_ab 6001 DG/thumb/6143.jpg,zT B G  ,L  Sch , 
6144,2002?,OP,,,,,41x55,mittel,breit,,,Gs,Z,Sb,,,,H4,c,,,,iBdK,,,,"Kat.OP.43, Ausleihe an Regula Straumann",6144,images/WV_ab 6001 DG/6144.jpg,images/WV_ab 6001 DG/thumb/6144.jpg,OP    ,Z Sb  , 
6145,2002?,OP,,,,,32x41,mittel,breit,Ul,,UnG,FigG,,,,,H3,b,Par5,,Les collectionneurs (d'après Honoré Daumier),iBdK,,,,Ausleihe an Regula Straumann,6145,images/WV_ab 6001 DG/6145.jpg,images/WV_ab 6001 DG/thumb/6145.jpg,OP    ,FigG   ,Ul 
6146,2002?,OP,,,,,32x41,mittel,breit,Lst,,UnG,Tie,,,,,H4,cf,ParME,,o.T. (nach Max Ernst),iBdK,,,,"Kat.OP.325, Ausleihe an Regula Straumann",6146,images/WV_ab 6001 DG/6146.jpg,images/WV_ab 6001 DG/thumb/6146.jpg,OP    ,Tie   ,Lst 
6147,2002?,OP,,,,,32x41,mittel,breit,,,UoG,O,Kt,,,,H2,gr,,,eine kleine Seeschule,"Michèle Winkler, Bern",PB,,,,6147,images/WV_ab 6001 DG/6147.jpg,images/WV_ab 6001 DG/thumb/6147.jpg,OP    ,O Kt  , 
6148,1992,Ls,,C,,,59x79?,mittel,breit,ovÖ,,U,BiB,,,,,H4,v,,,,iBdK,,,,Kat. DG. 24.1,6148,images/WV_ab 6001 DG/6148.jpg,images/WV_ab 6001 DG/thumb/6148.jpg,Ls  C  ,BiB   ,ovÖ 
6149,1990?,Ls,,,,,59x79?,mittel,breit,ovÖ,,U,,,,,,H4,cf,,,,iBdK,,,,Kat. DG. 24.1,6149,images/WV_ab 6001 DG/6149.jpg,images/WV_ab 6001 DG/thumb/6149.jpg,Ls    ,   ,ovÖ 
6150,2010?,G,,,,,21x30?,klein,breit,,,UnG,F,,,,,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),"Alex Lüscher, Christine Huber, Bern",PB,,,,6150,images/WV_ab 6001 DG/6150.jpg,images/WV_ab 6001 DG/thumb/6150.jpg,G    ,F   , 
6151,2002?,zT,G,Dd,,,15x18,klein,breit,,,U,,,,,,H4,v,,,purple haze,"Alex Lüscher, Christine Huber, Bern",PB,,,,6151,images/WV_ab 6001 DG/6151.jpg,images/WV_ab 6001 DG/thumb/6151.jpg,zT G Dd  ,   , 
6152,2018,OP,,,,,32x41,mittel,breit,,,UnG,Ar,At,,,,H4,cf,Kr10b,,Atelier,iBdK,res,,,,6152,images/WV_ab 6001 DG/6152.jpg,images/WV_ab 6001 DG/thumb/6152.jpg,OP    ,Ar At  , 
6153,2005?,G,,,,,21x30?,klein,breit,,,UoG,P,,,,,H5,cf,,,Nymphe und Satyr,"Alex Lüscher, Christine Huber, Bern",PB,,,,6153,images/WV_ab 6001 DG/6153.jpg,images/WV_ab 6001 DG/thumb/6153.jpg,G    ,P   , 
6154,1980,OP,,,,,51x47,mittel,hoch,,,Gs,FigR,O,BiB,mF,,H3,cf,,,,"Stefan Trechsel, Bern",PB,,,in St.Gallen entstanden,6154,images/WV_ab 6001 DG/6154.jpg,images/WV_ab 6001 DG/thumb/6154.jpg,OP    ,FigR O BiB mF, 
6155,1980,OP,,,,,51x47,mittel,hoch,,,Gs,FigR,O,Tie,mF,,H3,cf,,,,"Stefan Trechsel, Bern",PB,,,in St.Gallen entstanden,6155,images/WV_ab 6001 DG/6155.jpg,images/WV_ab 6001 DG/thumb/6155.jpg,OP    ,FigR O Tie mF, 
6156,1999,T,,,,,26x36,mittel,breit,,,Gs,A,,,,,H3,gr,,,,"Stefan Trechsel, Bern",PB,,,,6156,images/WV_ab 6001 DG/6156.jpg,images/WV_ab 6001 DG/thumb/6156.jpg,T    ,A   , 
6157,1980,zT,G,B,,,37x44,mittel,breit,,,Gs,Sb,bb,Tie,Sch,,H3,cf,,,,"Stefan Trechsel, Bern",PB,,,"in London entstanden, FigR",6157,images/WV_ab 6001 DG/6157.jpg,images/WV_ab 6001 DG/thumb/6157.jpg,zT G B  ,Sb bb Tie Sch, 
6158,1980,zT,G,B,,,37x44,mittel,breit,,,Gs,A,BiB,lL,Sch,,H4,cf,,,,"Stefan Trechsel, Bern",PB,,,"in London entstanden, FigR",6158,images/WV_ab 6001 DG/6158.jpg,images/WV_ab 6001 DG/thumb/6158.jpg,zT G B  ,A BiB lL Sch, 
6159,1980,B, ,,,,42x30?,mittel,hoch,,,Gs,O,Pf,Sch,,,H2,gr,,,,"Stefan Trechsel, Bern",PB,,,in St.Gallen entstanden,6159,images/WV_ab 6001 DG/6159.jpg,images/WV_ab 6001 DG/thumb/6159.jpg,B     ,O Pf Sch , 
6160,1982,Mt,G,Dp,T,B,35x31,mittel,hoch,,,Gs,A,So,,,,H2,cf,,,,"Stefan Trechsel, Bern",PB,,,,6160,images/WV_ab 6001 DG/6160.jpg,images/WV_ab 6001 DG/thumb/6160.jpg,Mt G Dp T B,A So  , 
6161,1992,Ls,,C,,,59x79,mittel,breit,,,U,,,,,,H2,cf,,,,"Stefan Trechsel, Bern",PB,,,,6161,images/WV_ab 6001 DG/6161.jpg,images/WV_ab 6001 DG/thumb/6161.jpg,Ls  C  ,   , 
6162,1997,OL,,,,,52x65,mittel,breit,Schl,,U,,,,,,H4,c,,fis,,iBdK,,,,,6162,images/WV_ab 6001 DG/6162.jpg,images/WV_ab 6001 DG/thumb/6162.jpg,OL    ,   ,Schl 
6163,2004,OP,,,,,54x67,mittel,breit,,,U,,,,,,H4,c,,,Schaltraum,iBdK,,,,Kat.OP.300,6163,images/WV_ab 6001 DG/6163.jpg,images/WV_ab 6001 DG/thumb/6163.jpg,OP    ,   , 
6164,1980,Mt,,B,G,Kh,60x70?,mittel,breit,,,UnG,Sch,mF,P,BiB,,H3,gr,,,,vernichtet,vers,,x,C,6164,images/WV_ab 6001 DG/6164_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6164_bearbeitet-1.jpg,Mt  B G Kh,Sch mF P BiB, 
6165,1980,Mt,,B,G,Kh,80x65?,mittel,hoch,,,UnG,Sch,Ri,BiB,,,H4,gr,,,,vernichtet,vers,,x,C,6165,images/WV_ab 6001 DG/6165_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6165_bearbeitet-1.jpg,Mt  B G Kh,Sch Ri BiB , 
6166,2008,OP,,,,,67x89,mittel,breit,,,U,,,,,,H3,cf,,ste,Markwards Zelt,iBdK,,,,Kat.OP. 603,6166,images/WV_ab 6001 DG/6166.jpg,images/WV_ab 6001 DG/thumb/6166.jpg,OP    ,   , 
6167,2003,OP,,,,,67x89,mittel,breit,,,Gs,A,P,Pf,,,H3,c,,,,iBdK,,,,Kat.OP. 95,6167,images/WV_ab 6001 DG/6167.jpg,images/WV_ab 6001 DG/thumb/6167.jpg,OP    ,A P Pf , 
6168,2000,OP,,,,,67x89,mittel,breit,,,U,,,,,,H4,cf,,,,iBdK,,,,Kat.OP. 17,6168,images/WV_ab 6001 DG/6168.jpg,images/WV_ab 6001 DG/thumb/6168.jpg,OP    ,   , 
6169,2001,OP,,,,,54x67,mittel,breit,,,U,,,,,,H4,g ,Kr2a,,l'âme de l'oiseau,iBdK,,,,Kat.OP. 217,6169,images/WV_ab 6001 DG/6169.jpg,images/WV_ab 6001 DG/thumb/6169.jpg,OP    ,   , 
6170,2006,OP,,,,,54x67,mittel,breit,,,U,,,,,,H4,m,,,,iBdK,,,,Kat.OP. 519,6170,images/WV_ab 6001 DG/6170.jpg,images/WV_ab 6001 DG/thumb/6170.jpg,OP    ,   , 
6171,2001,OP,,,,,54x67,mittel,breit,,,UoG,mF,det,,,Pro,H4,g,,,l'effroi,iBdK,res,,,Kat.OP. 139,6171,images/WV_ab 6001 DG/6171.jpg,images/WV_ab 6001 DG/thumb/6171.jpg,OP    ,mF det  , 
6172,2005,OP,,,,,54x67,mittel,breit,,,U,,,,,,H4,cf,Kr7,,umkränztes Kreuz,iBdK,,,,Kat.OP. 204,6172,images/WV_ab 6001 DG/6172.jpg,images/WV_ab 6001 DG/thumb/6172.jpg,OP    ,   , 
6173,2007,OP,,,,,54x67,mittel,breit,,,U,,,,,,H2,c,Kr6,,Entwurf zu einem Monument für Nansen,iBdK,,,,Kat.OP. 526,6173,images/WV_ab 6001 DG/6173.jpg,images/WV_ab 6001 DG/thumb/6173.jpg,OP    ,   , 
6174,2000,OP,,,,,54x67,mittel,breit,,,UoG,Pf,,,,,H4,m,,,les fleurs du mal,iBdK,,,,Kat.OP. 195,6174,images/WV_ab 6001 DG/6174.jpg,images/WV_ab 6001 DG/thumb/6174.jpg,OP    ,Pf   , 
6175,2007,OP,,,,,54x67,mittel,breit,,,UnG,O,,,,Pro,H3,cf,Par2,,Mitternachtssonne,iBdK,res,,,Kat.OP. 582,6175,images/WV_ab 6001 DG/6175.jpg,images/WV_ab 6001 DG/thumb/6175.jpg,OP    ,O   , 
6176,1997,OL,,Schl,,,52x65,mittel,breit,,,U,,,,,,H2,y,,fis,,iBdK,,,,,6176,images/WV_ab 6001 DG/6176.jpg,images/WV_ab 6001 DG/thumb/6176.jpg,OL  Schl  ,   , 
6177,1980,Cb,,,,,22x15x4,klein,hoch,Cb,,UnG,Sch,,,,,,,,,A,iBdK,res,,,9 Doppelseiten,6177,images/WV_ab 6001 DG/6177.jpg,images/WV_ab 6001 DG/thumb/6177.jpg,Cb    ,Sch   ,Cb 
6178,1978,Cb,,,,,22x18x1,klein,hoch,Cb,,UnG,Sch,,,,,,,,,zeichen,iBdK,res,,,67 Doppelseiten,6178,images/WV_ab 6001 DG/6178.jpg,images/WV_ab 6001 DG/thumb/6178.jpg,Cb    ,Sch   ,Cb 
