Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Ausrichtung,Darstellungsformen,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Motiv,Motiv,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
0938,a1973,zT,B,Fs,,,16x22,breit,,,Gs,Tie,,,,,H2,b,,,FISCH MIT WICHTIGER BOTSCHAFT,,,,,0938
0939,a1973,zT,Opl,T,,,24x27,breit,,,U,,,,,,H3,bw,,,,,,,,0939
0940,a1973,zT,Opl,T,,,25x30,breit,,,U,,,,,,H4,bw,,ste,,,,,,0940
0941,a1975,Mt,OP,B,T ,,22x20,hoch,,,Gs,A,FigG,,,,H3,gr,,waa,,,,,,0941
0942,a1980,G,,,,,18x19,breit,,,Gs,mF,O,bb,FigR,,H3,cf,,,,,,,,0942
0943,a1981,zT,G,R,,,20x24,hoch,,,Gs,AX,P,FigR,BiB,,H4,v,Par5,,Triton und Nereïde,,,,,0943
0944,a1981,Mt,R,OPa,G,,27x31,breit,,,Gs,A,lL,FigR,At,,H4,cf,,sko,,,,,,0944
0945,a1981,G,,,,,31x39,breit,,,Gs,A,,,,,H3,cf,,,,,,,,0945
0946,a1981,zT,G,Fa,,,22x25,breit,,,Gs,Ri,O,FigR,,,H3,cf,,,,,,,,0946
0947,a1981,zT,G,Fa,,,22x25,breit,,,Gs,Ri,FigR,Sch,,,H4,v,,,,,,,,0947
0948,a1981,zT,G,Fa,,,22x25,breit,,,Gs,mF,O,FigR,Pf,,H3,cf,,,,,,,,0948
0949,a1981,zT,G,Fa,,,22x25,breit,,,Gs,mF,O,,,,H3,cf,,,,,,,,0949
0950,a1983,G,,,,,20x22,breit,,,Gs,St,O,Pf,,,H3,cf,,sti,,,,,,0950
0951,a1983,G,,,,,25x28,breit,,,Gs,A,So,,,,H2,cf,,,,,,,,0951
0952,a1984,G,,,,,25x19,hoch,,,Gs,A,,,,,H3,cf,,,,,,,,0952
0953,a1982,Mt,T,B,G,,25x30,breit,,,Gs,mF,O,FigR,,,H4,gr,,,,,,,,0953
0954,a1983,Mt,B,Dp,Bz,,20x22,breit,,,Gs,A,FigR,,,,H3,gr,,,,,,,,0954
0955,a1983,zT,B,Dp,,,25x30,breit,,,Gs,A,,,,,H2,gr,,,,,,,,0955
0956,a1980,Mt,B,G,T ,Kh,32x30,hoch,,,Gs,sB,,,,,H2,gr,,,,,,,,0956
0957,a1981,B,,,,,25x27,breit,,,Gs,A,,,,,H2,gr,,,,,,,,0957
0958,a1983,zT,B,Dp,,,28x36,breit,,,Gs,A,O,,,,H1,gr,,,,,,,,0958
0959,a1982,zT,B,Dp,,,41x36,hoch,,,Gs,A,,,,,H2,gr,,,,,,,,0959
0960,a1983,zT,B,Dp,,,31x25,hoch,,,Gs,O,Ec,,,,H4,gr,,,,,,,,0960
0961,a1983,Mt,B,Dp,R,,44x37,hoch,,,Gs,Ti,bb,O,Ec,,H2,gr,,,la raya que dividió al mundo,,,,,0961
0962,a1982,zT,B,Dp,,,29x35,breit,,,Gs,A,bb,O,FigR,,H3,gr,,,,,,,,0962
0963,a1983,zT,B,Dp,,,29x40,breit,,,Gs,A,lL,,,,H5,bw,,sko,,,,,,0963
0964,a1983,B,,,,,22x31,breit,,,Gs,A,FigR,,,,H1,bw,,,,,,,,0964
0965,a1981,B,,,,,30x33,breit,,,Gs,A,,,,,H1,bw,,,,,,,,0965
0966,a1981,B,,,,,26x31,breit,Fro,,Gs,A,,,,,H2,bw,,,,,,,,0966
0967,a1981,B,,,,,21x29,breit,,,Gs,A,,,,,H1,bw,,,,,,,,0967
0968,a1979,zT,B,T,,,22x27,breit,,,Gs,A,lL,FigR,,,H2,gr,,,,,,,,0968
0969,a1980,B,,,,,22x20,hoch,,,Gs,A,,,,,H2,gr,,,,,,,,0969
0970,a1986,T,,,,,29x33,breit,,,UoG,A,L,,,,H3,bw,,,,,,,,0970
0971,a1985,T,,,,,26x29,breit,,,UoG,A,L,,,,H3,bw,,,,,,,,0971
0972,a1985,T,,,,,28x35,breit,,,UoG,A,Pf,,,,H3,bw,,,,,,,,0972
0973,a1985,T,,,,,32x38,breit,,,UoG,A,L,,,,H2,bw,,,,,,,,0973
0974,a1983,T,,,,,28x33,breit,,,Gs,O,Ec,,,,H3,gr,,,,,,,,0974
0975,a1986,zT,T,Pm,,,36x33,hoch,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0975
0976,a1986,zT,T,Pm,,,37x33,hoch,,,UoG,,,,,,H4,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0976
0977,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0977
0978,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0978
0979,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H4,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0979
0980,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0980
0981,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0981
0982,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0982
0983,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0983
0984,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0984
0985,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0985
0986,a1986,zT,T,Pm,,,30x40,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,,,,,0986
0987,a1983,Mt,Lk,Dp,R,,29x38,breit,,,Gs,Sb,O,,,,H2,gr,,,,,,kR,,0987
0988,a1982,zT,B,Dp,,,40x49,breit,,,Gs,A,Sta,FigR,,,H1,gr,,,,,,,,0988
0989,a1983,zT,B,Dp,,,28x34,breit,,,Gs,A,O,,,,H2,gr,,,in der Ausstellung P.L.Meier,,,,,0989
0990,a1983,zT,B,Dp,,,25x33,breit,,,Gs,A,O,,,,H2,gr,,,in der Ausstellung P.L.Meier,,,,,0990
0991,a1983,zT,B,G,,,23x20,hoch,,,Gs,A,,,,,H4,gr,,,,,,,,0991
0992,a1983,Mt,B,Dp,R,,33x44,breit,,,Gs,A,,,,,H3,gr,,,,,,,,0992
0993,a1983,zT,B,Dp,,,27x47,breit,,,Gs,A,O,Sta,,,H3,gr,,,,,,,,0993
0994,a1983,Mt,B,Dp,R,,32x33,breit,,,Gs,A,O,lL,,,H3,gr,,,,,,,,0994
0995,a1983,zT,Dp,B,,,22x26,breit,,,Gs,A,O,FigR,,,H2,gr,,,,,,,,0995
0996,a1983,zT,B,Dp,,,26x28,breit,,,Gs,A,Sch,,,,H2,gr,,,,,,,,0996
0997,a1983,Mt,B,Dp,R,,34x24,hoch,,,Gs,A,O,,,,H3,gr,,,,,,,,0997
0998,a1983,Mt,B,Dp,R,,32x38,breit,,,Gs,A,O,FigR,,,H3,gr,,,,,,,,0998
0999,a1983,B,,,,,25x22,hoch,,,Gs,A,,,,,H3,bw,,,,,,,,0999
1000,a1983,Mt,B,Dp,R,,34x33,hoch,,,Gs,A,O,,,,H2,gr,,,,,,,,1000
1001,a1983,zT,B,T,,,27x22,hoch,,,Gs,A,,,,,H3,gr,,,,,,,,1001
1002,a1983,Mt,B,Dp,R,,38x53,breit,,,Gs,A,O,So,,,H2,gr,,,,,,,,1002
1003,a1983,Mt,B,Dp,R,,52x40,hoch,,,Gs,A,,,,,H2,gr,,,,,,,,1003
1004,a1983,B,,,,,33x50,breit,,,Gs,A,,,,,H1,bw,,,,,,,,1004
1005,a1983,Mt,B,Dp,R,,22x28,breit,,,Gs,A,O,,,,H2,gr,,,,,,,,1005
1006,a1983,zT,B,Dp,,,40x45,breit,,,Gs,A,O,,,,H1,gr,,,,,,,,1006
1007,a1983,Mt,B,Dp,R,,32x47,breit,,,Gs,A,,,,,H2,gr,,sko,La Part Dieu,,,,,1007
1008,a1983,zT,B,Dp,,,31x43,breit,,,Gs,A,bb,,,,H1,gr,,,,,,,,1008
1009,a1983,B,,,,,31x37,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1009
1010,a1983,B,,,,,30x22,hoch,,,Gs,A,,,,,H1,gr,,,,,,,,1010
1011,a1983,B,,,,,24x32,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1011
1012,a1983,zT,B,Dp,,,25x32,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1012
1013,a1983,Mt,B,Dp,R,,38x29,hoch,,,Gs,A,,,,,H1,gr,,,,,,,,1013
1014,a1983,Mt,B,Dp,R,,31x32,breit,,,Gs,A,O,,,,H2,gr,,,,,,,,1014
1015,a1983,zT,B,Dp,,,30x26,hoch,,,Gs,A,,,,,H1,gr,,,,,,,,1015
1016,a1983,zT,B,Dp,,,24x20,hoch,,,Gs,A,,,,,H2,gr,,,,,,,,1016
1017,a1983,zT,B,Dp,,,20x24,breit,,,Gs,A,O,,,,H2,gr,,,,,,,,1017
1018,a2002?,OP,,,,,25x41,breit,,,UnG,Kt,,,,,H3,cf,ParPK,,,,,,,1018
1019,a2004?,OP,,,,,25x41,breit,,,Gs,Ri,Sch,,,,H4,b,,,Belsazar,,,,,1019
1020,a2000,OP,,,,,25x41,breit,,,UoG,Ar,,,,,H3,cf,,,doors wide open,,,,Kat.OP.169,1020
1021,a2003,OP,,,,,25x41,breit,Lst,,U,,,,,,H2,gr,,,,,,,Kat.OP.16,1021
1022,a2003?,OP,,,,,25x41,breit,,,U,,,,,,H3,cf,,,,,,,Kat.OP.266,1022
1023,a2003,OP,,,,,25x41,breit,,,UnG,Ri,Sb,,,,H3,cf,,,Selbst (süss-sauer),,,,Kat.OP.145,1023
1024,a2000,OP,,,,,25x41,breit,,,Gs,A,Vo,,,,H4,cf,,,M,,,,Kat.OP.209,1024
1025,a2003,OP,,,,,25x41,breit,,,UoG,mF,Sch,O,,,H3,cf,,,ship of fools (four painters - for Cecil Collins),,,,Kat.OP.265,1025
1026,a2003,OP,,,,,25x41,breit,,,U,,,,,,H4,g,,,Neon,,,,Kat.OP.49,1026
1027,a2003,OP,,,,,25x41,breit,Lst,,U,,,,,,H4,cf,,,,,,,Kat.OP.249,1027
1028,a2000,OP,,,,,25x41,breit,,,U,,,,,,H2,cf,,,Vase,,,,Kat.OP.54,1028
1029,a2003,OP,,,,,25x41,breit,,,U,,,,,,H3,gr,,fis,,,,,Kat.OP.240,1029
1030,a2000,OP,,,,,25x41,breit,,,UoG,P,,,,,H2,cf,,,Strandszene,,,,Kat.OP.184,1030
1031,a2003?,OP,,,,,25x41,breit,,,U,,,,,,H4,g,,,,,,,,1031
1032,a2000,OP,,,,,25x41,breit,,,UnG,Mw,A,,,,H2,g,,,FAUN,,,,,1032
1033,a2000,OP,,,,,25x41,breit,,,UoG,Gä,,,,,H3,g,,,japanischer Garten,,,,Kat.OP.25,1033
1034,a2010?,OL,,,,,90x120?,breit,Mo,,UnG,Ar,,,,,H4,cf,ParEH,,Room for Tourists (nach Edward Hopper),,,,,1034
1035,a2001,OP,,,,,54x67,breit,,,UnG,mF,P,,,Pro,H5,v,Par5,,"""Sonnenuntergang (Brüder)"" nach C.D. Friedrich",,,,Kat.OP.134,1035
1036,a2005,OP,,,,,54x67,breit,,,U,,,,,Pro,H3,c,ParME,,kleine Hommage an den grossen Max,,,,Kat.OP308,1036
1037,a2009,OP,,,,,41x67,breit,,,UoG,BiB,,,,,H2,y,Par4,,kleine Improvisation (frei nach Claude Lorrain),,,,Kat.OP.593,1037
1038,a2008,OP,,,,,41x67,breit,Mo,,UnG,Ar,,,,,H4,c,ParGOK,,"nach ""Barn with Snow"" von Georgia O'Keeffe",,,,Kat.OP.608,1038
1039,a2005?,OP,,,,,41x55,breit,,,Gs,AP,P,,,,H3,g,Par1,,Geb und Nut,,,,bei Regula Straumann,1039
1040,a1993,Opl,,,,,16x21,breit,,,U,,,,,,H3,g,,,,,,x,,1040
1041,a1977,OP,,,,,40x47,breit,,,U,,,,,,H4,c,,,,,,,,1041
1042,a1973,OP,,,,,65x61,hoch,,,UoG,O,,,,,H3,b,,,,,,,,1042
1043,a1975,OPa ,,,,,51x49,hoch,,,U ,,,,,,H3,cf,,,,,,,,1043
1044,a1992,Ls,C,,,,49x67,breit,ovÖ,,U,,,,,,H3,cf,,,Bhadravati ,,,,,1044
1045,a1977,zT,Opl,B,,,60x47,hoch,,,U,,,,,,H2,b,,waa,,,,,,1045
1046,a2002,Od,,,,,21x21,quadratisch,,,UnG,mF,Ar,,,,H4,bw,,,Accumulazione,,,,"Rivista EOS, Piero Varroni, Rom, mit Text von Benz Schär, Bern",1046
1047,a1973,Opl,,,,,15x30,breit,,,U,,,,,,H4,cf,,,,,,,,1047
1048,a1991,B,,,,,29x38,breit,Lwi,,U,,,,,,H2,bw,,kre,,,,,,1048
1049,a1997,OP,,,,,55x75,breit,,,U,,,,,,H4,c,,,,,,,,1049
1050,a1997,OL,,,,,114x146,breit,,,UoG,L,,,,,H3,c,,,,,,,,1050
1051,a1978,K,,,,,56x76,breit,,,UoG,L,,,,,H3,bw,,sko,,,,,,1051
1052,a1998,Mt,B,T,Pk,,42x30,hoch,,,Gs,A,,,,,H2,gr,,waa,,,,,"aus dem Unterricht von Ruth Eisenhart, London",1052
1053,a1998,zT,B,Pk,,,42x30,hoch,,,Gs,A,,,,,H2,gr,,,,,,,"aus dem Unterricht von Ruth Eisenhart, London",1053
1054,a1998,zT,B,T,,,42x30,hoch,,,Gs,A,,,,,H2,gr,,,,,,,"aus dem Unterricht von Ruth Eisenhart, London",1054
1055,a1998,zT,B,G,,,42x30,hoch,,,Gs,A,,,,,H1,gr,,,,,,,,1055
1056,a2002,zT,B,T,,,44x55,breit,,,Gs,Z,Sb,A,FigG,,H3,gr,,,,,,,,1056
1057,a1987,OP,,,,,40x48,breit,,,UoG,L,,,,,H4,cf,,,,,,,,1057
1058,a1991,OP,,,,,51x59,breit,,,UoG,L,,,,,H4,c,,,,,,,,1058
1059,a2018,OP,,,,,41x55,breit,Ul,,UoG,At,Sch,,,,H4,cf,,,"Atelier, panisch",,,,Kat.OP.347,1059
1060,a2006,OP,,,,,32x41,breit,Lst,,U,,,,,,H3,g,ParPK,,"nach Klees ""Schöpfer"" (verheddert)",,,,Kat.OP.422,1060
1061,a2008,OP,,,,,32x41,breit,Ul,,UnG,Ar,,,,,H4,cf,ParEH,,"nach ""Couast Guard Station"" von Edward Hopper",,,,Kat.OP.173,1061
1062,a2005,OP,,,,,32x41,breit,Lst,,UnG,KiA,Vo,,,,H2,b,Par4,,Atelier (nach Vermeer),,,,Kat.OP.370,1062
1063,a2006,OP,,,,,32x41,breit,Lst,,UoG,L,,,,,H3,cf,ParME,,eine kleine Hommage an den grossen Max,,,,Kat.OP.511,1063
1064,a2004?,OP,,,,,32x41,breit,,,UnG,AP,Pf,Kt,,,H4,g,ParME,,...nach Max Ernst,,,,bei Regula Straumann,1064
1065,a1975,OPa ,,,,,60x45?,hoch,,,U,,,,,,H4,b,,,der schatten des körpers des kutschers,,,,,1065
1066,a2004?,OP,,,,,32x41,breit,Mo,,UnG,FigG,AP,L,,WG1,H4,cf,ParFV,,Pentheus (nach Félix Vallotton),,,,bei Regula Straumann,1066
1067,a2005,zT,T,B,,,21x30,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1067
1068,a2001,zT,B,T,,,21x30,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1068
1069,a2008,zT,B,T,,,21x30,breit,,,Gs,A,,,,,H2,gr,,,Dreiklang,,,,,1069
1070,a2003,B,,,,,21x30,breit,,,Gs,A,,,,,H2,b,,,Crouching nude,,,,,1070
1071,a2007,zT,B,Dd,,,21x30,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1071
1072,a2007,zT,B,Fa,,,21x30,breit,,,Gs,A,,,,,H2,gr,,waa,,,,,,1072
1073,a2001,Mt,B,T,G,,21x30,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1073
1074,a2006,zT,B,G,,,21x30,breit,,,Gs,A,O,Ca,,,H1,gr,,,,,,,,1074
1075,a2007,Mt,B,Fa,Dd,,21x30,breit,,,Gs,A,Ca,,,,H1,gr,,,,,,,,1075
1076,a2006,zT,B,Dd,,,21x28,breit,,,Gs,A,Pf,Ca,,,H1,bw,,zwi,Dreiklang,,,,,1076
1077,a2015,Mt,B,G,Fa,,21x30,breit,,,Gs,A,,,,,H2,gr,,,beati (für Beat Zbinden),,,,,1077
1078,a2005,B,,,,,21x30,breit,,,UnG,A,,,,,H2,bw,,,,,,,,1078
1079,a2001,Mt,B,T,G,Fs,21x30,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1079
1080,a2005,B,,,,,21x30,breit,,,Gs,A,,,,,H1,bw,,,,,,,,1080
1081,a2005,zT,B,T,,,21x30,breit,,,Gs,A,Ca,,,,H1,gr,,,,,,,,1081
1082,a2008,zT,B,Ks,,,21x30,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1082
1083,a2007,zT,Con,Dd,,,21x30,breit,Lst,,UnG,A,,,,,H3,gr,,,Vorhang,,,,,1083
1084,a2003,B,,,,,21x28,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1084
1085,a2015,B,,,,,9x12,breit,,,UnG,A,,,,,H2,bw,,,,,,,,1085
1086,a2015,B,,,,,9x12,breit,,,Gs,A,,,,,H3,bw,,,reclining figure,,,,,1086
1087,a2017,B,,,,,9x12,breit,,,UoG,A,,,,,H2,bw,,,irgendwo draussen,,,,,1087
1088,a2017,B,,,,,9x12,breit,,,Gs,A,Sch,Pf,,,H3,bw,,,femme debout,,,,,1088
1089,a2015,B,,,,,14x15,breit,,,Gs,A,,,,,H1,bw,,,Artistin,,,,,1089
1090,a2002,zT,B,OPa,,,17x20,breit,,,Gs,A,,,,,H2,v,,,,,,,,1090
1091,a2002,zT,B,OPa,,,16x21,breit,,,Gs,A,,,,,H3,v,,,,,,,,1091
1092,a2002,Mt,OPa ,Ac,B,,17x21,breit,,,Gs,A,,,,,H4,cf,,,,,,,,1092
1093,a2002,OPa ,,,,,15x21,breit,,,Gs,A,,,,,H2,cf,,,,,,,,1093
1094,a2002,zT,Opl,Ac,,,17x21,breit,,,Gs,A,,,,,H4,v,,,,,,,,1094
1095,a2002,Mt,B,OPa,Ac,,17x21,breit,,,Gs,A,,,,,H4,v,,,,,,,,1095
1096,a2002,Mt,B,OPa,Ac,,17x21,breit,,,Gs,A,,,,,H3,cf,,,,,,,,1096
1097,a2004,zT,Ac,OPa,,,21x23,breit,,,Gs,A,,,,,H3,cf,,,,,,,,1097
1098,a2002,G,,,,,21x28,breit,,,Gs,A,,,,,H2,b,,,,,,,,1098
1099,a1987,T,,,,,17x19,breit,,,U,,,,,,H4,bw,,,,,,,,1099
1100,a1982,B,,,,,21x17,hoch,,,Gs,A,,,,,H2,b,,,,,,,,1100
1101,a1982,B,,,,,15x21,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1101
1102,a1982,B,,,,,15x21,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1102
1103,a1982,B,,,,,15x21,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1103
1104,a1982,B,,,,,21x15,hoch,,,Gs,A,,,,,H2,gr,,,,,,,,1104
1105,a1982,B,,,,,21x15,hoch,,,Gs,A,,,,,H2,gr,,,,,,,,1105
1106,a1982,Opl,,,,,21x27,breit,,,Gs,A,bb,,,,H2,gr,,,,,,,,1106
1107,a1981,Mt,B,Dp,Fa,,19x22,breit,,,Gs,A,,,,,H2,gr,,,enceinte,,,,,1107
1108,a2001,zT,T,Opl,,,21x30,breit,,,Gs,A,Sch,,,,H3,gr,,,,,,,,1108
1109,a1987,T,,,,,54x41,hoch,,,Gs,A,,,,,H2,bw,,ste,,,,,,1109
1110,a1987,T,,,,,41x57,breit,,,Gs,A,,,,,H3,bw,,,,,,,,1110
1111,a1987,T,,,,,38x48,breit,,,Gs,A,,,,,H2,bw,,,,,,,,1111
1112,a1987,T,,,,,38x44,breit,,,U,A,,,,,H4,bw,,,,,,,,1112
1113,a1987,zT,T,Aq,,,24x32,breit,RiK,,UoG,L ,,,,,H5,gr,,,,,,,,1113
1114,a1987,zT,T,Aq,,,24x32,breit,RiK,,UoG,L ,,,,,H4,gr,,,,,,,,1114
1115,a1987,zT,T,Aq,,,24x32,breit,RiK,,UoG,L,,,,,H4,gr,,,,,,,,1115
1116,a1987,T,,,,,29x33,breit,,,UoG,,,,,,H3,bw,,,,,,kR,,1116
1117,a1987,T,,,,,38x46,breit,,,U,,,,,,H3,bw,,,,,,,,1117
1118,a1987,T,,,,,35x38,breit,,,U,,,,,,H4,bw,,,,,,,,1118
1119,a1986,T,,,,,26x38,breit,,,U,,,,,,H4,bw,,,,,,,,1119
1120,a1986,T,,,,,31x39,breit,,,U,,,,,,H3,bw,,,,,,,,1120
1121,a1986,T,,,,,28x33,breit,,,U,,,,,,H4,bw,,,,,,,,1121
1122,a1986,T,,,,,35x52,breit,,,U,,,,,,H2,bw,,,,,,,,1122
1123,a1985,T,,,,,36x47,breit,,,Gs,A,Sch,Z,,,H3,bw,,,,,,,,1123
1124,a1985,T,,,,,24x29,breit,,,Gs,A,Z,,,,H3,bw,,,,,,,,1124
1125,a1985,T,,,,,24x34,breit,,,UoG,mF,Sta,L,,,H3,bw,,,,,,,,1125
1126,a1985,T,,,,,24x29,breit,,,UoG,mF,L,,,,H2,bw,,,,,,,,1126
1127,a1985,T,,,,,28x34,breit,,,Gs,A,,,,,H2,bw,,,,,,,,1127
1128,a1985,T,,,,,33x38,breit,,,UoG,A,,,,,H3,bw,,,,,,,,1128
1129,a1985,T,,,,,27x41,breit,,,Gs,lL,O,,,,H4,bw,,,,,,,,1129
1130,a1987,T,,,,,28x35,breit,,,UoG,A,,,,,H4,bw,,,,,,,,1130
1131,a1987,T,,,,,29x35,breit,,,UoG,A,,,,,H4,bw,,,,,,,,1131
1132,a1984,Mt,B,Dp,Lg,,56x76,breit,,,Gs,O,Ec,bb,,,H3,gr,,,,,,,,1132
1133,a1982,Mt,B,Dp,Lg,,59x78,breit,,,Gs,KiA,O,,,,H2,gr,,,bei Hansjürg Brunner,,,kR,,1133
1134,a1982,zT,B,Dp,,,57x76,breit,,,Gs,KiA,lL,BiB,,,H3,gr,ParHB,,,,,,,1134
1135,a1982,zT,B,Dp,,,57x76,breit,,,Gs,KiA,BiB,,,,H3,gr,ParHB,,,,,,,1135
1136,a1982,Mt,B,Dp,Lg,,57x76,breit,,,Gs,Ri,O,KiA,St,,H2,gr,,,bei H. B.,,,,,1136
1137,a1982,Mt,B,Dp,Lg,,56x76,breit,,,Gs,KiA,O,,,,H3,gr,ParFS,,bei Franz Sommer,,,,,1137
1138,a1982,Mt,B,Dp,Lg,,58x77,breit,,,Gs,KiA,O,,,,H3,gr,,,bei Franz Sommer,,,,,1138
1139,a1982,Mt,B,Dp,Lg,,56x76,breit,,,Gs,KiA,O,,,,H2,gr,ParRB,,bei Ruth Burri,,,,,1139
1140,a1982,Mt,B,Dp,Lg,,57x76,breit,,,Gs,KiA,O,BiB,,,H2,gr,ParRB,,bei Ruth Burri,,,,,1140
1141,a1982,Mt,B,Dp,Lg,,57x75,breit,,,Gs,KiA,O,BiB,,,H3,gr,ParRB,,bei Ruth Burri,,,,,1141
1142,a1980,B,,,,,33x31,hoch,,,Gs,A,,,,,H3,gr,,,,,,,,1142
1143,a1981,zT,B,Dp,,,23x32,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1143
1144,a1981,B,,,,,23x32,breit,,,Gs,A,Ca,FigG,,,H1,bw,,,,,,,,1144
1145,a1980,zT,B,T,,,29x32,breit,,,Gs,mF,FigG,,,,H3,c,,,,,,,,1145
1146,a1981,zT,Con,Dp,,,30x24,hoch,,,Gs,A,,,,,H1,gr,,,,,,,,1146
1147,a1981,Con,,,,,22x20,hoch,,,Gs,A,,,,,H1,gr,,,,,,,,1147
1148,a1981,Con,,,,,21x36,breit,,,Gs,A,FigG,,,,H1,gr,,,,,,,,1148
1149,a1981,zT,B,Dp,,,30x35,breit,,,Gs,A,Ca,FigG,,,H2,gr,,,,,,,,1149
1150,a1981,Mt,B,Dp,Fs,,30x35,breit,,,Gs,A,Ca,FigG,,,H2,gr,,,Groteske,,,,,1150
1151,a1981,B,,,,,36x44,breit,,,Gs,A,,,,,H1,bw,,,,,,,,1151
1152,a1981,B,,,,,24x24,quadratisch,,,Gs,mF,,,,,H3,gr,,,,,,,,1152
1153,a1981,B,,,,,24x24,quadratisch,,,Gs,mF,,,,,H1,gr,,,,,,,,1153
1154,a1981,zT,B,T,,,22x27,breit,,,Gs,A,O,FigR,,,H4,gr,,,,,,,,1154
1155,a1981,B,,,,,36x48,breit,,,Gs,A,,,,,H1,bw,,,,,,,,1155
1156,a1981,zT,B,Dp,,,25x32,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1156
1157,a1981,zT,B,Dp,,,24x32,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1157
1158,a1981,B,,,,,35x24,hoch,,,Gs,A,,,,,H2,bw,,,,,,,,1158
1159,a1981,B,,,,,24x32,breit,,,Gs,A,O,,,,H2,gr,,,,,,,,1159
1160,a1981,zT,B,Dp,,,35x29,hoch,,,Gs,Sb,BiB,KiA,,,H2,gr,ParJS,,,,,,,1160
1161,a1981,B,,,,,24x32,breit,,,Gs,A,,,,,H1,gr,,,,,,kR,,1161
1162,a1981,B,,,,,24x32,breit,,,Gs,A,So,,,,H2,gr,,,,,,,,1162
1163,a1981,zT,B,Dp,,,30x35,breit,,,Gs,A,O,FigR,,,H3,gr,,,,,,,,1163
1164,a1981,zT,B,Dp,,,29x35,breit,,,Gs,A,So,,,,H2,gr,,,,,,,,1164
1165,a1981,zT,B,Dp,,,29x35,breit,,,Gs,A,FigR,So,,,H2,gr,,,,,,,,1165
1166,a1982,Mt,B,Dp,G,,33x35,breit,,,Gs,A,bb,Sch,,,H2,gr,,,Adorant,,,,,1166
1167,a1982,B,,,,,24x32,breit,,,Gs,A,O,,,,H2,bw,,,,,,,,1167
1168,a1982,zT,B,T,,,48x36,hoch,,,Gs,A,So,,,,H3,gr,,,,,,,,1168
1169,a1982,zT,B,Dp,,,42x61,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1169
1170,a2004,zT,B,G,,,21x15,hoch,,,Gs,A,,,,,H1,bw,,,,,,,,1170
1171,a2008,B,,,,,20x24,breit,,,Gs,A,Sch,,,,H1,bw,,,,,,,,1171
1172,a2003,zT,B,T,,,13x15,breit,,,Gs,A,,,,,H2,gr,,,,,,,,1172
1173,a2008,B,,,,,20x28,breit,,,Gs,A,,,,,H1,gr,,sko,,,,,,1173
1174,a2007,B,,,,,21x26,breit,,,Gs,A,Sch,,,,H2,bw,,sko,,,,,,1174
1175,a2006,B,,,,,21x30,breit,,,Gs,A,,,,,H1,bw,,waa,,,,,,1175
1176,a2008,B,,,,,21x30,breit,,,Gs,A,,,,,H1,gr,,,,,,,,1176
1177,a2017,B,,,,,21x28,breit,,,UnG,A,Z,lL,,,H2,bw,,was,zeichnen,,,,,1177
