Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Ausrichtung,Darstellungsformen,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Motiv,Motiv,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
3526,a2014,B,,,,,21x30,breit,,,U,LdA,,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3526
3527,a2014,B,,,,,21x30,breit,,,UoG,AP,P,LdA,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3527
3528,a2011,B,,,,,21x30,breit,Lwi,,UoG,AP,P,LdA,,,H1,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3528
3529,a2015,B,,,,,21x30,breit,,,Gs,AP,P,LdA,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3529
3530,a2014,B,,,,,21x30,breit,Gi,,U,LdA,,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3530
3531,a2012,B,,,,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,sko,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3531
3532,a2012,B,,,,,21x30,breit,,,UoG,AP,P,LdA,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3532
3533,a2017,B,,,,,21x30,breit,,,UoG,AP,P,Sch,LdA,,H1,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3533
3534,a2012,B,,,,,21x30,breit,,,UoG,AP,P,Pf,LdA,,H2,gr,ParPC,sch,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3534
3535,a2012,zT,B,T,,,21x30,breit,,,Gs,AP,P,LdA,,,H3,bw,ParPC,kre,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3535
3536,a2011,zT,B,T,,,21x30,breit,,,Gs,AP,P,LdA,,,H2,b,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3536
3537,a2012,zT,B,T,,,21x30,breit,,,Gs,AP,P,LdA,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3537
3538,a2012,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3538
3539,a2014,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3539
3540,a2011,zT,B,T,,,21x30,breit,,,UoG,AP,P,LdA,Tie,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3540
3541,a2014,zT,B,T,,,21x30,breit,,,UoG,AP,P,LdA,,,H3,gr,ParPC,waa,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3541
3542,a2011,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H4,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3542
3543,a2012,zT,B,T,,,21x29,breit,,,UoG,AP,P,LdA,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3543
3544,a2011,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H2,gr,ParPC,waa,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3544
3545,a2011,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3545
3546,a2012,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H4,gr,ParPC,sko,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3546
3547,a2012,zT,B,T,,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3547
3548,a2017,zT,B,Fal,,,21x30,breit,,,UnG,AP,LdA,,,,H2,bw,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3548
3549,a2017,Mt,B,G,Fal,,21x30,breit,,,U,LdA,,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3549
3550,a2012,zT,B,Fa,,,21x30,breit,,,U,LdA,Sch,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3550
3551,a2017,zT,B,Fa,,,21x30,breit,,,UoG,AP,P,LdA,Tie,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3551
3552,a2012,Mt,B,Ko,G,T,21x30,breit,,,Gs,AP,P,LdA,Tie,,H2,gr,ParPC,sti,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3552
3553,a2012,Mt,B,T,G,,21x30,breit,,,Gs,AP,P,LdA,FigG,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3553
3554,a2017,Mt,B,T,G,,21x30,breit,,,UoG,AP,P,LdA,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3554
3555,a2014,Mt,B,T,G,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3555
3556,a2014,Mt,B,T,G,,21x30,breit,,,UoG,AP,P,LdA,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3556
3557,a2011,Mt,B,T,G,,21x30,breit,,,U,LdA,,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3557
3558,a2011,Mt,B,T,G,,21x30,breit,,,Gs,AP,P,LdA,Tie,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3558
3559,a2011,Mt,B,T,G,,21x30,breit,,,UoG,AP,P,LdA,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3559
3560,a2012,Mt,B,T,G,,21x30,breit,,,UoG,AP,P,LdA,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3560
3561,a2012,Mt,B,T,G,,21x30,breit,,,UoG,AP,P,LdA,,,H4,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3561
3562,a2012,Mt,B,T,G,,21x30,breit,,,UoG,AP,P,LdA,,,H4,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3562
3563,a2012,Mt,B,T,G,,21x30,breit,Lst,,UoG,AP,P,LdA,,,H4,b,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3563
3564,a2014,Mt,T,B,G,,21x30,breit,,,UoG,AP,FigG,P ,LdA,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3564
3565,a2012,T, ,,,,21x28,breit,,,U,LdA,,,,,H4,bw,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3565
3566,a2017,zT,T,G,,,21x30,breit,,,UoG,AP,FigG,P ,LdA,,H3,b,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3566
3567,a2012,zT,Dd,B,,,21x30,breit,,,UnG,AP,FigG,P ,LdA,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3567
3568,a2012,zT,Dd,B,,,21x30,breit,,,Gs,AP,FigG,P ,LdA,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3568
3569,a2012,zT,Dd,B,,,21x30,breit,,,U,LdA,,,,,H4,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3569
3570,a2011,zT,G,Ac,,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3570
3571,a2012,Mt,T,B,C,,21x30,breit,Lst,,U,LdA,,,,,H4,gr,ParPC,ste,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3571
3572,a2011,Mt,B,T,Ac,,21x30,breit,,,Gs,AP,Pf,P ,LdA,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3572
3573,a2014,Mt,B,T,Fs,,21x30,breit,,,UnG,AP,FigG,P ,LdA,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3573
3574,a2011,zT,B,Ac,,,21x30,breit,,,UoG,AP,FigG,P ,LdA,,H4,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3574
3575,a2012,Mt,Aq,T,B,,21x30,breit,,,UoG,AP,FigG,P ,LdA,,H3,cf,ParPC,waa,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3575
3576,a2012,Mt,Ac,B,Lk,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3576
3577,a2012,Mt,Dd,Ac,T,B,21x30,breit,,,U,Lda,Sch,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3577
3578,a2011,zT,Dd,G,,,21x30,breit,Lst,,UnG,AP,FigG,P ,LdA,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,Tie,3578
3579,a2011,zT,T,C,,,21x30,breit,,,Gs,AP,FigG,P ,LdA,,H2,gr,ParPC,waa,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3579
3580,a2014,Mt,Dd,B,Ac,,21x30,breit,,,UoG,AP,FigG,P ,LdA,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3580
3581,a2011,zT,Ac,B,,,21x30,breit,Gi,,U,LdA,,,,,H4,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3581
3582,a2012,Mt,Dd,G,Ac,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3582
3583,a2011,Mt,T,Ac,B,,21x30,breit,,,UoG,AP,FigG,P ,LdA,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3583
3584,a2012,zT,Dd,Fal,,,21x30,breit,Lst,,UnG,AP,FigG,P ,LdA,,H1,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3584
3585,a2017,zT,B,Opl,,,21x30,breit,,,U,LdA,,,,,H2,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3585
3586,a2017,Mt,B,T,C,,21x30,breit,,,U,LdA,,,,,H3,gr,ParPC,,"""La lutte d'amour"" d'après Paul Cézanne",,,,,3586
3587,a1989,Ks,,,,,8x11,breit,,,U,EzR,,,,,H2,c,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3587
3588,a1989,Ks,,,,,7x10,breit,,,U,EzR,,,,,H2,c,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3588
3589,a1989,Ks,,,,,7x10,breit,,,U,EzR,,,,,H3,c,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3589
3590,a1989,B,,,,,4x5,breit,,,U,EzR,,,,,H2,gr,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3590
3591,a1989,B,,,,,5x7,breit,,,U,EzR,,,,,H3,gr,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3591
3592,a1989,B,,,,,8x9,breit,,,U,EzR,,,,,H3,gr,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3592
3593,a1989,B,,,,,5x8,breit,,,U,EzR,,,,,H3,gr,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3593
3594,a1989,B,,,,,5x7,breit,,,U,EzR,,,,,H2,gr,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3594
3595,a1989,B,,,,,7x11,breit,,,U,Sch,EzR,,,,H3,gr,,,PANTHEON,,,,auf weissen Halbkarton 15x21cm aufgezogen,3595
3596,a1989,B,,,,,6x10,breit,,,U,EzR,,,,,H3,gr,,,,,,,auf weissen Halbkarton 15x21cm aufgezogen,3596
3597,a2010,Mt,Ac,B,Kl,,20x28,breit,,,U,Sch,,,,JJ,H2,gr,Par7a,,kleine Notiz zu Jasper Johns (I),,,,Zweiergruppe,3597
3598,a2010,Mt,Ac,B,Kl,,20x28,breit,,,U,Sch,,,,JJ,H2,gr,Par7a,,kleine Notiz zu Jasper Johns (II),,,,Zweiergruppe,3598
3599,a2017,Mt,Aq,T,B,,15x11,hoch,Gi,,U,,,,,,H4,gr,Par4,,"frei nach Raffaels ""Liberazione di San Pietro""",,,,,3599
3600,a2014,Mt,B,Fa,T,,21x26,breit,,,U,,,,,,H1,gr,Par7a,,"nach Kupkas ""Cosmic Spring""",,,,,3600
3601,a2012,Mt,B,T,Fs,,19x25,breit,,,UoG,FigG,,,,,H2,gr,ParPK,,Uebungen (nach Paul Klee),,,,,3601
3602,a2017,Mt,Fa,T,B,,28x21,hoch,,,UoG,,,,,,H2,v,ParPK,,Zeichnung zum Bacchanten von Paul Klee,,,,,3602
3603,a2014,Mt,B,Dd,Fa,G,21x30,breit,Lwi,,U,,,,,,H3,gr,Par4,,"frei nach Martin Altomantes' ""Alexander cutting the Gordion Knot""",,,,Pk,3603
3604,a1984,Mt,B,Dp,R,T,20x19,hoch,,,Gs,Ti,O,,,,H2,gr,,,,,,,,3604
3605,a1983,G,,,,,34x39,breit,,,UoG,Ec,,,,,H3,cf,,,,,,,,3605
3606,a1983,G,,,,,42x36,hoch,,,Gs,O,Pf,Ec,,,H3,cf,,,,,,,,3606
3607,a1984,G,,,,,36x40,breit,,,UnG,bb,Pf,Ec, ,,H3,cf,,,,,,,,3607
3608,a1984,G,,,,,33x38,breit,,,UoG,Ec, ,,,,H2,cf,,,,,,,,3608
3609,a1984,G,,,,,34x37,breit,,,Gs,F,,,,,H2,cf,,,,,,,,3609
3610,a1984,G,,,,,35x42,breit,,,Gs,Pf,Sch,So,Sta,,H3,cf,,waa,,,,,,3610
3611,a2003,G,,,,,24x32,breit,,,UoG,,,,,,H3,cf,,,,,,,,3611
3612,a1985,G,,,,,33x38,breit,,,UoG,,,,,,H3,cf,,,,,,,,3612
3613,a1985,G,,,,,31x41,breit,,,Gs,Ti,O,,,,H3,cf,,sti,,,,,,3613
3614,a1985,G,,,,,35x41,breit,,,UoG,Ti,,,,,H3,c,,,,,,,,3614
3615,a1986,G,,,,,37x30,hoch,,,Gs,Pf,,,,,H2,gr,,,,,,,,3615
3616,a1988,G,,,,,35x42,breit,RiK,,UoG,L,,,,,H4,g,,kre,,,,,,3616
3617,a1988,G,,,,,33x38,breit,RiK,,U,,,,,,H3,b ,,,,,,,,3617
3618,a1987,G,,,,,35x45,breit,,,U,,,,,,H3,b ,,,,,,,,3618
3619,a1984,G,,,,,38x34,hoch,,,Gs,Vo,,,,,H3,g ,,,,,,,,3619
3620,a1983,G,,,,,28x39,breit,,,Gs,Vo,,,,,H4,cf,,sko,,,,,,3620
3621,a1983,G,,,,,29x40,breit,,,Gs,Vo,,,,,H4,cf,,,,,,,,3621
3622,a1983,G,,,,,28x40,breit,,,Gs,Vo,bb,,,,H3,cf,,,,,,,,3622
3623,a1985,G,,,,,33x38,breit,,,UoG,Ti,Pf,,,,H4,c,,,,,,,,3623
3624,a1991,G,,,,,25x29,breit,RiK,,U,,,,,,H4,b,,,,,,,,3624
3625,a1991,G,,,,,32x43,breit,,,U,,,,,,H1,m,,,,,,,,3625
3626,a1988,zT,G,Pm,,,31x42,breit,,,U,,,,,,H3,b,,,,,,,,3626
3627,a1990,zT,G,Pm,,,31x38,breit,RiK,,U,,,,,,H3,b,,,,,,,,3627
3628,a2007,zT,B,Fa,,,27x40,breit,,,U,,,,,,H1,gr,Kr8,fis,meine Tunixreise,,,,,3628
3629,a2012,G,,,,,28x21,hoch,Ul,,UnG,L,Gi,,,WG23,H3,gr,ParFV,,"La grève blanche, Vasouy (d'après Félix Vallotton)",,,,,3629
3630,a2012,G,,,,,33x21,hoch,Ul,,UnG,L,Gi,,,WG23,H3,gr,ParFV,,La charrette (d'après Félix Vallotton),,,,,3630
3631,a2012,G,,,,,30x28,hoch,Ul,,UnG,L,Gi,,,WG23,H4,gr,ParFV,,La Dordogne à Beynac (d'après Félix Vallotton),,,,,3631
3632,a2012,G,,,,,32x24,hoch,Ul,,UnG,L,Gi,,,WG23,H3,gr,ParFV,,La pluie (d'après Félix Vallotton),,,,,3632
3633,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H1,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3633
3634,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3634
3635,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3635
3636,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H3,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3636
3637,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3637
3638,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3638
3639,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3639
3640,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3640
3641,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H2,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3641
3642,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H1,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3642
3643,a2013,zT,B,Ac,,,32x24,hoch,,,UoG,AP,,,,WG12,H1,gr,ParFV,ste,Nus (d'après Félix Vallotton),,,,,3643
3644,a2014,OPa ,,,,,24x32,breit,Ul,,UoG,BiB,L,,,WG38,H2,gr,ParFV,ste,"D'après ""Félix Vallotton: Les paysages de l'émotion""",,,,,3644
3645,a2014,OPa ,,,,,24x32,breit,Ul,,UoG,BiB,L,,,WG38,H2,gr,ParFV,ste,"D'après ""Félix Vallotton: Les paysages de l'émotion""",,,,,3645
3646,a2014,OPa ,,,,,24x32,breit,Ul,,UoG,BiB,L,,,WG38,H2,gr,ParFV,ste,"D'après ""Félix Vallotton: Les paysages de l'émotion""",,,,,3646
3647,a2014,zT,G,B,,,31x36,breit,,,Gs,F,O,St,,WG17,H4,gr,ParFV,,"""Stillleben: Apfel, Birnen, Tomaten, Eier ..."" (nach Félix Vallotton)",,,,,3647
3648,a2014,zT,G,B,,,39x33,hoch,,,Gs,F,O,St,,WG17,H4,gr,ParFV,,Nature morte à a jarre de terre (d'après Félix Vallotton),,,,,3648
3649,a2014,zT,G,B,,,32x41,breit,,,Gs,F ,O,St,,WG17,H4,gr,ParFV,3816,Nature morte sur une serviette à carreaux bleus (d'après Félix Vallotton),,,,,3649
3650,a2014,Mt,G,Hpf,C,Bst,24x32,breit,,,UnG,AP,O,,,WG25,H4,cf,ParFV,,Le sommeil (d'après Félix Vallotton),,,,,3650
3651,a2014,Mt,G,Hpf,C,Bst,24x32,breit,,,UnG,AP,O,,,WG25,H4,cf,ParFV,,Femme couchée (d'après Félix Vallotton),,,,,3651
3652,a2014,Mt,G,Hpf,C,Bst,24x32,breit,,,UnG,AP,O,,,WG25,H4,cf,ParFV,,Femme couchée sur fond violet (d'après Félix Vallotton),,,,,3652
3653,a2014,Mt,G,Hpf,C,Bst,24x32,breit,,,UnG,AP,O,,,WG25,H4,cf,ParFV,,La réussite (d'après Félix Vallotton),,,,,3653
3654,a2014,Mt,G,Hpf,C,Bst,24x32,breit,,,UnG,AP,,,,WG25,H4,cf,ParFV,,La source (d'après Félix Vallotton),,,,,3654
3655,a2014,T,,,,,30x35,breit,,,UoG,FigG,Ti,O,,WG20,H2,bw,ParFV,ste,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3655
3656,a2014,B,,,,,30x35,breit,,,UoG,FigG,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3656
3657,a2014,B,,,,,30x35,breit,,,Gs,Ti,O,,,WG20,H2,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3657
3658,a2014,B,,,,,30x35,breit,,,Gs,FigG,Ti,bb,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3658
3659,a2014,G,,,,,30x35,breit,,,UoG,mF,Ti,O,,WG20,H2,bw,ParFV,ste,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3659
3660,a2014,Mt,B,T,Ac,,30x35,breit,,,Gs,FigG,,,,WG20,H3,gr,ParFV,sko,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3660
3661,a2014,B,,,,,30x35,breit,,,UoG,FigG,,,,WG20,H2,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3661
3662,a2014,B,,,,,30x35,breit,,,Gs,Ti,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3662
3663,a2014,Mt,B,Fa,G,,30x35,breit,Gi,,Gs,P,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3663
3664,a2014,Mt,B,Fa,Lk,,30x35,breit,,,Gs,FigG,Ti,O,,WG20,H2,gr,ParFV,waa,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3664
3665,a2014,zT,B,Fa,,,30x35,breit,,,Gs,P,Ti,,,WG20,H3,cf,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3665
3666,a2014,zT,B,Ac,,,30x35,breit,,,Gs,mF,,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3666
3667,a2014,zT,Fa,Fs,,,30x35,breit,,,U,,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3667
3668,a2014,B, ,,,,30x35,breit,,,Gs,Ri,Sb,Ti,,WG20,H2,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3668
3669,a2014,zT,B,Fs,,,30x35,breit,Lst,,UnG,FigG,Ti,,,WG20,H1,gr,ParFV,was,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3669
3670,a2014,Mt,B,T,Lk,G,30x35,breit,,,UoG,,Ti,,,WG20,H3,gr,ParFV,ste,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3670
3671,a2014,zT,B,Lk,,,30x35,breit,,,UoG,mF,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3671
3672,a2014,G,,,,,30x35,breit,,,UoG,FigG,Ti,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3672
3673,a2014,B,,,,,30x35,breit,,,U,,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3673
3674,a2014,B,,,,,30x35,breit,,,Gs,FigG,Ti,O,,WG20,H3,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3674
3675,a2014,B,,,,,30x35,breit,,,UoG,FigG,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3675
3676,a2014,zT,B,T,,,30x35,breit,,,Gs,Ti,O,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3676
3677,a2014,zT,Ac,Sc,,,30x35,breit,,,Gs,P,,,,WG20,H3,bw,ParFV,sko,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3677
3678,a2014,Ko, ,,,,30x35,breit,Ul,,Gs,FigG,,,,WG20,H1,bw,ParFV,jun,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3678
3679,a2014,zT,B,G,,,30x35,breit,,,UoG,P,Ti,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3679
3680,a2014,B, ,,,,30x35,breit,,,U, ,,,,WG20,H2,bw,ParFV,ste,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3680
3681,a2014,zT,B,T,,,30x35,breit,,,UoG,Ti,,,,WG20,H1,gr,ParFV,kre,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3681
3682,a2014,zT,B,T,,,30x35,breit,Lst,,UnG,FigG,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3682
3683,a2014,B, ,,,,30x35,breit,,,UoG,FigG,Ti,O,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3683
3684,a2014,zT,B,T,,,30x35,breit,,,UoG,FigG,Ti,O,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3684
3685,a2014,zT,B,Fa,,,30x35,breit,,,Gs,Ti,Pf,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3685
3686,a2014,zT,B,G,,,30x35,breit,,,U, ,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3686
3687,a2014,zT,B,G,,,30x35,breit,,,UoG,FigG,O,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3687
3688,a2014,B, ,,,,30x35,breit,,,U,FigG,Ti,,,WG20,H1,bw,ParFV,ste,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3688
3689,a2014,Mt,B,G,T,,30x35,breit,,,UoG,O,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3689
3690,a2014,zT,B,T,,,30x35,breit,Lst,,U,FigG,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3690
3691,a2014,B,,,,,31x35,breit,,,Gs,FigG,Ti,O,,WG20,H2,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3691
3692,a2014,B,,,,,31x35,breit,,,Gs,Ri,Ti,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3692
3693,a2014,Mt,B,Fa,T,,31x35,breit,,,UoG,FigG,Ti,O,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3693
3694,a2014,zT,B,Fs,,,31x35,breit,Ul,,Gs,FigG,Ti,Ri, ,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3694
3695,a2014,B,,,,,31x35,breit,Lst,,UoG,mF,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3695
3696,a2014,B,,,,,31x35,breit,Ul,,U,,,,,WG20,H1,bw,ParFV,zwi,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3696
3697,a2014,B,,,,,31x35,breit,,,UoG,Ti,,,,WG20,H2,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3697
